name,supporting_structure_name,description,type,status,legal_entity_type,siret,address_raw,address_housenumber,address_street,address_postcode,address_citycode,address_city,address_departement_code,address_departement_name,address_region_name,latitude,longitude,is_itinerant,itinerant_details,is_online,contact_phone_raw,contact_phone,contact_phone_details,contact_email,contact_website_url,contact_facebook_url,contact_twitter_url,contact_youtube_url,opening_hours_raw,opening_hours_osm_format,opening_hours_details,target_audience_raw,target_audience,support_access_raw,support_access,support_mode_raw,support_mode,is_free,price_details,payment_methods,labels_raw,labels,aide_mapped,francilin_id,lieu_nom,contact_nom,adresse,code_postal,commune,horaires,telephone,e_mail,site_web,aide,accessibilite,label,SIRET,thematique_principale,services,source,id_source
Cyber Base Mission Locale,,,,,,,62 avenue de la République 93300 Aubervilliers,62,Avenue de la République,93300,93001,Aubervilliers,93,Seine-Saint-Denis,Île-de-France,48.909247,2.386393,,,,0171863536,0171863536,,anne.pasin@plainecommune.com.fr,http://missionlocale-aubervilliers.org/,,,,"Mo-Th 09:00-12:30,13:30-17:30; Fr 09:00-12:30","Mo-Th 09:00-12:30,13:30-17:30; Fr 09:00-12:30",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",85,Cyber Base Mission Locale,,62 avenue de la République,93300,Aubervilliers,"Mo-Th 09:00-12:30,13:30-17:30; Fr 09:00-12:30",0171863536,anne.pasin@plainecommune.com.fr,http://missionlocale-aubervilliers.org/,"1,2",,,,3,333,CD93,13
Espace Multimédia Omja,,,,,,,37 39 boulevard Anatole France 93300 Aubervilliers,39,Boulevard Anatole France,93300,93001,Aubervilliers,93,Seine-Saint-Denis,Île-de-France,48.918291,2.382207,,,,0148348101,0148348101,,espacemultimediaomja@gmail.com,http://www.omja.fr/equipement/espace-multimedia/,,,,"Tu-Fr 16:00-20:00; We,Sa 13:30-17:30","Tu-Fr 16:00-20:00; We,Sa 13:30-17:30",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",86,Espace Multimédia Omja,,37 39 boulevard Anatole France,93300,Aubervilliers,"Tu-Fr 16:00-20:00; We,Sa 13:30-17:30",0148348101,espacemultimediaomja@gmail.com,http://www.omja.fr/equipement/espace-multimedia/,"1,2",,,,7,"333,711,713",CD93,15
Maison Pour Tous Berty Albrecht,,,,,,,44 46 rue Danièle Casanova 93300 Aubervilliers,,Rue Danielle Casanova,93300,93001,Aubervilliers,93,Seine-Saint-Denis,Île-de-France,48.919183,2.387245,,,,0148111085,0148111085,,,http://www.aubervilliers.fr/Les-centres-sociaux#Maison-pour-tous-Albrecht,,,,"Tu 11:00-12:00; Th 11:00-12:00,14:00-18:00; Fr 11:00-12:00,14:00-16:30","Tu 11:00-12:00; Th 11:00-12:00,14:00-18:00; Fr 11:00-12:00,14:00-16:30",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",87,Maison Pour Tous Berty Albrecht,,44 46 rue Danièle Casanova,93300,Aubervilliers,"Tu 11:00-12:00; Th 11:00-12:00,14:00-18:00; Fr 11:00-12:00,14:00-16:30",0148111085,,http://www.aubervilliers.fr/Les-centres-sociaux#Maison-pour-tous-Albrecht,"1,2,3",,,,3,"333,209",CD93,3
Médiathèque André Breton,,,,,,,1 rue Bordier 93300 Aubervilliers,1,Rue Bordier,93300,93001,Aubervilliers,93,Seine-Saint-Denis,Île-de-France,48.902461,2.385914,,,,0171863535,0171863535,,,http://www.mediatheques-plainecommune.fr/andre-breton,,,,"We,Fr 10:00-12:00,14:00-18:00; Th 14:00-18:00","We,Fr 10:00-12:00,14:00-18:00; Th 14:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",88,Médiathèque André Breton,,1 rue Bordier,93300,Aubervilliers,"We,Fr 10:00-12:00,14:00-18:00; Th 14:00-18:00",0171863535,,http://www.mediatheques-plainecommune.fr/andre-breton,"1,2,3",,,,3,,CD93,19
Médiathèque Henri Michaux,,,,,,,27 bis rue Lopez Et Jules Martin 93300 Aubervilliers,27 bis,Rue Lopez et Jules Martin,93300,93001,Aubervilliers,93,Seine-Saint-Denis,Île-de-France,48.915035,2.399543,,,,0171863441,0171863441,,,http://www.mediatheques-plainecommune.fr/henri-michaux,,,,"Tu 14:00-19:00; We,Sa 10:00-12:00,14:00-18:00; Fr 14:00-18:00","Tu 14:00-19:00; We,Sa 10:00-12:00,14:00-18:00; Fr 14:00-18:00",,,,,,,,,,,,,La recherche d'un emploi,89,Médiathèque Henri Michaux,,27 bis rue Lopez Et Jules Martin,93300,Aubervilliers,"Tu 14:00-19:00; We,Sa 10:00-12:00,14:00-18:00; Fr 14:00-18:00",0171863441,,http://www.mediatheques-plainecommune.fr/henri-michaux,1,,,,3,,CD93,11
Médiathèque Paul Eluard,,,,,,,30 rue Gaétan Lamy 93300 Aubervilliers,30,Rue Gaétan Lamy,93300,93001,Aubervilliers,93,Seine-Saint-Denis,Île-de-France,48.916478,2.368562,,,,0171863437,0171863437,,pierre-christophe.bernard@plainecommune.com,http://www.mediatheques-plainecommune.fr/paul-eluard,,,,"Tu,Fr 16:00-18:00; We,Sa 10:00-12:00,14:00-18:00","Tu,Fr 16:00-18:00; We,Sa 10:00-12:00,14:00-18:00",,,,,,,,,,,,,La recherche d'un emploi,90,Médiathèque Paul Eluard,Pierre-Christophe Bernard,30 rue Gaétan Lamy,93300,Aubervilliers,"Tu,Fr 16:00-18:00; We,Sa 10:00-12:00,14:00-18:00",0171863437,pierre-christophe.bernard@plainecommune.com,http://www.mediatheques-plainecommune.fr/paul-eluard,1,,,,3,,CD93,2
Médiathèque Saint-John Perse,,,,,,,2 rue Edouard Poisson 93300 Aubervilliers,2,Rue Edouard Poisson,93300,93001,Aubervilliers,93,Seine-Saint-Denis,Île-de-France,48.910534,2.384966,,,,0171863880,0171863880,,marion.degueurse-Giuliani@plainecommune.fr,http://www.mediatheques-plainecommune.fr/saint-john-perse,,,,"Tu,Th 15:00-20:00; We,Fr,Sa 10:00-18:00","Tu,Th 15:00-20:00; We,Fr,Sa 10:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",91,Médiathèque Saint-John Perse,Marion Giuliani,2 rue Edouard Poisson,93300,Aubervilliers,"Tu,Th 15:00-20:00; We,Fr,Sa 10:00-18:00",0171863880,marion.degueurse-Giuliani@plainecommune.fr,http://www.mediatheques-plainecommune.fr/saint-john-perse,"1,2,3",,,,3,,CD93,1
Association Emmaüs Solidarité Cyberespace,,,,,,,40 avenue Jean Jaurès 93310 Pré-Saint-Gervais,40,Avenue Jean Jaurés,93310,93061,Le Pré-Saint-Gervais,93,Seine-Saint-Denis,Île-de-France,48.883669,2.408092,,,,0148438382,0148438382,,cyberpsg@emmaus.asso.fr,https://www.emmaus-solidarite.org/,,,,"Mo-Fr 09:00-12:00,14:00-17:00","Mo-Fr 09:00-12:00,14:00-17:00",,,,,,,,,,,,,La recherche d'un emploi,92,Association Emmaüs Solidarité Cyberespace,,40 avenue Jean Jaurès,93310,Pré-Saint-Gervais,"Mo-Fr 09:00-12:00,14:00-17:00",0148438382,cyberpsg@emmaus.asso.fr,https://www.emmaus-solidarite.org/,1,,,,2,"110,203,333,335",CD93,153
Bibliothèque François Mitterrand,,,,,,,46 avenue Jean Jaurès 93310 Pré-Saint-Gervais,46,Avenue Jean Jaurés,93310,93061,Le Pré-Saint-Gervais,93,Seine-Saint-Denis,Île-de-France,48.88317,2.408326,,,,0148446996,0148446996,,bibliotheque.lepre@est-ensemble.fr,https://bibliotheque-pre-saint-gervais.fr,,,,"Tu,Th 15:00-19:00, We 10:30-12:30,14:00-18:00, Fr 16:00-19:00, Sa 11:00-12:30,14:00-18:00","Tu,Th 15:00-19:00, We 10:30-12:30,14:00-18:00, Fr 16:00-19:00, Sa 11:00-12:30,14:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",93,Bibliothèque François Mitterrand,,46 avenue Jean Jaurès,93310,Pré-Saint-Gervais,"Tu,Th 15:00-19:00, We 10:30-12:30,14:00-18:00, Fr 16:00-19:00, Sa 11:00-12:30,14:00-18:00",0148446996,bibliotheque.lepre@est-ensemble.fr,https://bibliotheque-pre-saint-gervais.fr,"1,2,3",,,,3,"321,519",CD93,82
Apjc Centre Social Maison des Jeunes et de la Culture,,,,,,,23 Allée Etienne Dolet 93320 Les Pavillons Sous-Bois,23,Allée Etienne Dolet,93320,93057,Les Pavillons-sous-Bois,93,Seine-Saint-Denis,Île-de-France,48.902504,2.506939,,,,0148020779,0148020779,,infos@apjc.org,https://www.apjc.org/acces/,,,,"Mo-Fr 14:00-19:00, We 10:00-12:30,14:00-19:00","Mo-Fr 14:00-19:00, We 10:00-12:30,14:00-19:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",94,Apjc Centre Social Maison des Jeunes et de la Culture,,23 Allée Etienne Dolet,93320,Les Pavillons Sous-Bois,"Mo-Fr 14:00-19:00, We 10:00-12:30,14:00-19:00",0148020779,infos@apjc.org,https://www.apjc.org/acces/,"1,2",,,,3,333,CD93,193
Maison de l'emploi,,,,,,,2 bis Allée Henri Barbusse 93320 Les Pavillons Sous-Bois,2 bis,Allée Henri Barbusse,93320,93057,Les Pavillons-sous-Bois,93,Seine-Saint-Denis,Île-de-France,48.904461,2.505203,,,,0148024539,0148024539,,maison.emploi@lespavillonssousbois.fr,http://www.les-pavillons-sous-bois.fr/Solidarite-sante/L-action-sociale/Les-structures-d-accueil-pour-l-emploi,,,,"Mo-Fr 09:15-12:00,13:45-16:30","Mo-Fr 09:15-12:00,13:45-16:30",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",95,Maison de l'emploi,,2 bis Allée Henri Barbusse,93320,Les Pavillons Sous-Bois,"Mo-Fr 09:15-12:00,13:45-16:30",0148024539,maison.emploi@lespavillonssousbois.fr,http://www.les-pavillons-sous-bois.fr/Solidarite-sante/L-action-sociale/Les-structures-d-accueil-pour-l-emploi,"1,2",,,,1,"111,114,112",CD93,192
Bibliothèque Saint-Exupéry,,,,,,,100 avenue du 8 Mai 1945 93330 Neuilly-sur-Marne,,Avenue du 8 Mai 1945,93330,93050,Neuilly-sur-Marne,93,Seine-Saint-Denis,Île-de-France,48.864118,2.535124,,,,0156491949,0156491949,,mediatheque@neuillysurmarne.fr,http://www.mediatheque.neuillysurmarne.fr/,,,,"Tu 15:00-20:00; We 10:00-12:00,14:00-19:00; Th,Fr 15:00-18:00; Sa 10:00-18:00","Tu 15:00-20:00; We 10:00-12:00,14:00-19:00; Th,Fr 15:00-18:00; Sa 10:00-18:00",,,,,,,,,,,,,La recherche d'un emploi,96,Bibliothèque Saint-Exupéry,,100 avenue du 8 Mai 1945,93330,Neuilly-sur-Marne,"Tu 15:00-20:00; We 10:00-12:00,14:00-19:00; Th,Fr 15:00-18:00; Sa 10:00-18:00",0156491949,mediatheque@neuillysurmarne.fr,http://www.mediatheque.neuillysurmarne.fr/,1,,,,3,,CD93,198
Cyberbase Neuilly-Sur-Marne,,,,,,,1 rue du 19 Mars 1962 93330 Neuilly-sur-Marne,1,Rue du 19 Mars 1962,93330,93050,Neuilly-sur-Marne,93,Seine-Saint-Denis,Île-de-France,48.863127,2.53516,,,,0143088176,0143088176,,bmondain@mjcidf.org,http://www.cyberbasensm.org/,,,,Tu 16:00-18:00; We-Sa 14:00-18:00; Fr 16:00-19:00,Tu 16:00-18:00; We-Sa 14:00-18:00; Fr 16:00-19:00,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",97,Cyberbase Neuilly-Sur-Marne,Brigitte Mondain,1 rue du 19 Mars 1962,93330,Neuilly-sur-Marne,Tu 16:00-18:00; We-Sa 14:00-18:00; Fr 16:00-19:00,0143088176,bmondain@mjcidf.org,http://www.cyberbasensm.org/,"1,2",,,,3,"333,332,606,209,204,205",CD93,151
Médiathèque du Raincy,,,,,,,12 avenue de la Résistance 93340 Le Raincy,12,Avenue de la Résistance,93340,93062,Le Raincy,93,Seine-Saint-Denis,Île-de-France,48.891506,2.51253,,,,0143819494,0143819494,,bibliotheque@leraincy.fr,https://www.leraincy.fr/content/article/la-mediatheque,,,,"Tu 15:00-19:00; We 09:30-12:00,14:00-18:00; Sa 09:30-12:00,14:00-17:00","Tu 15:00-19:00; We 09:30-12:00,14:00-18:00; Sa 09:30-12:00,14:00-17:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",98,Médiathèque du Raincy,Catherine Minotte,12 avenue de la Résistance,93340,Le Raincy,"Tu 15:00-19:00; We 09:30-12:00,14:00-18:00; Sa 09:30-12:00,14:00-17:00",0143819494,bibliotheque@leraincy.fr,https://www.leraincy.fr/content/article/la-mediatheque,"1,2",,,,3,335,CD93,140
Espace Insertion du Bourget,,,,,,,24 rue Anizan Cavillon 93350 Le Bourget,24,Rue Anizan Cavillon,93350,93013,Le Bourget,93,Seine-Saint-Denis,Île-de-France,48.935056,2.423965,,,,0148388284,0148388284,,,http://www.le-bourget.fr/Espace-Insertion.html#.WpUWF1LAM_g,,,,"Mo-Th 09:00-12:00,13:30-17:00; Fr 09:00-12:00,13:30-16:00","Mo-Th 09:00-12:00,13:30-17:00; Fr 09:00-12:00,13:30-16:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",99,Espace Insertion du Bourget,,24 rue Anizan Cavillon,93350,Le Bourget,"Mo-Th 09:00-12:00,13:30-17:00; Fr 09:00-12:00,13:30-16:00",0148388284,,http://www.le-bourget.fr/Espace-Insertion.html#.WpUWF1LAM_g,"1,2",,,,1,"111,333,205,203,204,209,213",CD93,182
Médiathèque le Point d'interrogation,,,,,,,1 Allée André Cadot 93350 Le Bourget,1,Allee Andre Cadot,93350,93013,Le Bourget,93,Seine-Saint-Denis,Île-de-France,48.934084,2.426039,,,,0148388228,0148388228,,,http://www.le-bourget.fr/Mediatheque-Le-Point-d-Interrogation.html#.WoP9VFLAM_g,,,,"Tu,Fr 14:00-19:00; We,Sa 09:30-12:30,14:00-19:00; Th 14:00-18:00","Tu,Fr 14:00-19:00; We,Sa 09:30-12:30,14:00-19:00; Th 14:00-18:00",,,,,,,,,,,,,La recherche d'un emploi,100,Médiathèque le Point d'interrogation,,1 Allée André Cadot,93350,Le Bourget,"Tu,Fr 14:00-19:00; We,Sa 09:30-12:30,14:00-19:00; Th 14:00-18:00",0148388228,,http://www.le-bourget.fr/Mediatheque-Le-Point-d-Interrogation.html#.WoP9VFLAM_g,1,,,,7,"710,711,708,704,701,702",CD93,168
Bibliothèque Guy de Maupassant,,,,,,,11 rue du Général de Gaulle 93360 Neuilly-Plaisance,11,Rue du Général de Gaulle,93360,93049,Neuilly-Plaisance,93,Seine-Saint-Denis,Île-de-France,48.861004,2.50581,,,,0143003030,0143003030,,,http://www.mairie-neuillyplaisance.com,,,,"Tu 15:00-18:30; We 10:00-12:00,14:00-18:30; Th 16:00-18:30; Fr 10:00-18:30","Tu 15:00-18:30; We 10:00-12:00,14:00-18:30; Th 16:00-18:30; Fr 10:00-18:30",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",101,Bibliothèque Guy de Maupassant,,11 rue du Général de Gaulle,93360,Neuilly-Plaisance,"Tu 15:00-18:30; We 10:00-12:00,14:00-18:30; Th 16:00-18:30; Fr 10:00-18:30",0143003030,,http://www.mairie-neuillyplaisance.com,"1,2",,,,4,"333,401,404,407,506",CD93,178
Service Emploi et Projet de Ville,,,,,,,30 rue des Cahouettes 93360 Neuilly-Plaisance,30,Rue des Cahouettes,93360,93049,Neuilly-Plaisance,93,Seine-Saint-Denis,Île-de-France,48.863426,2.509111,,,,0143006868,0143006868,,,http://www.mairie-neuillyplaisance.com,,,,"Mo-Fr 08:30-12:00,13:30-17:00","Mo-Fr 08:30-12:00,13:30-17:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",102,Service Emploi et Projet de Ville,,30 rue des Cahouettes,93360,Neuilly-Plaisance,"Mo-Fr 08:30-12:00,13:30-17:00",0143006868,,http://www.mairie-neuillyplaisance.com,"1,2",,,,1,"110,111,112,113,114,115",CD93,179
Espace J,,,,,,,63 avenue Jean Jaurès 93370 Montfermeil,63,Avenue Jean Jaurés,93370,93047,Montfermeil,93,Seine-Saint-Denis,Île-de-France,48.897946,2.559132,,,,0145096400,0145096400,,espacej@ville-montfermeil.fr,http://espacejmag-espacej.blogspot.fr/,,,,Mo-Fr 16:00-19:00; We 14:00-19:00,Mo-Fr 16:00-19:00; We 14:00-19:00,,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",103,Espace J,,63 avenue Jean Jaurès,93370,Montfermeil,Mo-Fr 16:00-19:00; We 14:00-19:00,0145096400,espacej@ville-montfermeil.fr,http://espacejmag-espacej.blogspot.fr/,"1,2",,,,3,"333,401,402,403,404,405,406,407,702,704",CD93,75
Arobase Espace Public Multimédia,,,,,,,124 boulevard Charles de Gaulle 93380 Pierrefitte-sur-Seine,124,Boulevard Charles de Gaulle,93380,93059,Pierrefitte-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.964824,2.371636,,,,0172093436,0172093436,,arobase@pierrefitte93.fr,http://epn.pierrefitte93.fr/,,,,"We,Sa 10:00-13:00,14:00-18:00, Th 14:00-18:00, Fr 14:00-20:00","We,Sa 10:00-13:00,14:00-18:00, Th 14:00-18:00, Fr 14:00-20:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",104,Arobase Espace Public Multimédia,Jean-Yves Cers,124 boulevard Charles de Gaulle,93380,Pierrefitte-sur-Seine,"We,Sa 10:00-13:00,14:00-18:00, Th 14:00-18:00, Fr 14:00-20:00",0172093436,arobase@pierrefitte93.fr,http://epn.pierrefitte93.fr/,"1,2",,,,3,"333,335,319,321,401,404,408",CD93,94
Centre Social Ambroise Croizat,,,,,,,58 rue Nungesser Et Coli 93380 Pierrefitte-sur-Seine,58,Rue Nungesser et Coli,93380,93059,Pierrefitte-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.951643,2.363364,,,,0172093535,0172093535,,,http://www.mairie-pierrefitte93.fr,,,,"Mo 13:30-19:00; Tu-Fr 09:00-12:00,13:30-19:00; We 13:30-18:30; Sa 09:00-12:00","Mo 13:30-19:00; Tu-Fr 09:00-12:00,13:30-19:00; We 13:30-18:30; Sa 09:00-12:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",105,Centre Social Ambroise Croizat,Mohamed Akem directeur,58 rue Nungesser Et Coli,93380,Pierrefitte-sur-Seine,"Mo 13:30-19:00; Tu-Fr 09:00-12:00,13:30-19:00; We 13:30-18:30; Sa 09:00-12:00",0172093535,,http://www.mairie-pierrefitte93.fr,"1,2,3",,,,3,333,CD93,99
Centre Social Maroc Chatenay,,,,,,,104 rue Jules Chatenay 93380 Pierrefitte-sur-Seine,104,Rue Jules Chatenay,93380,93059,Pierrefitte-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.970376,2.369914,,,,0149511803,0149511803,,,http://www.mairie-pierrefitte93.fr/Loisirs/PDF/Centre-social-Maroc-Chatenay-Poetes-2016-2017,,,,"Mo 10:00-12:00,14:00-19:00; Tu 09:30-12:00,14:00-18:30; We,Th 14:00-19:00; Fr 09:30-12:00,14:00-18:00","Mo 10:00-12:00,14:00-19:00; Tu 09:30-12:00,14:00-18:30; We,Th 14:00-19:00; Fr 09:30-12:00,14:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",106,Centre Social Maroc Chatenay,Amadou Cisse (Directeur),104 rue Jules Chatenay,93380,Pierrefitte-sur-Seine,"Mo 10:00-12:00,14:00-19:00; Tu 09:30-12:00,14:00-18:30; We,Th 14:00-19:00; Fr 09:30-12:00,14:00-18:00",0149511803,,http://www.mairie-pierrefitte93.fr/Loisirs/PDF/Centre-social-Maroc-Chatenay-Poetes-2016-2017,"1,2,3",,,,3,,CD93,98
Cyber-Base Emploi - Espace Mde,,,,,,,8 avenue Lénine 93380 Pierrefitte-sur-Seine,8,Avenue Lénine,93380,93059,Pierrefitte-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.962314,2.358962,,,,0171863530,0171863530,,alicia.lim@plainecommune.fr,,,,,"Mo-Fr 09:00-12:00,14:00-16:30","Mo-Fr 09:00-12:00,14:00-16:30",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",107,Cyber-Base Emploi - Espace Mde,Alicia Lim,8 avenue Lénine,93380,Pierrefitte-sur-Seine,"Mo-Fr 09:00-12:00,14:00-16:30",0171863530,alicia.lim@plainecommune.fr,,"1,2",,,,1,"203,114,111,115,334,317,315,514",CD93,93
Médiathèque Flora Tristan,,,,,,,43 boulevard Jean Mermoz 93380 Pierrefitte-sur-Seine,43,Boulevard Jean Mermoz,93380,93059,Pierrefitte-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.966216,2.363742,,,,0171863800,0171863800,,herman.malongo@plainecommune.com.fr,http://www.mediatheques-plainecommune.fr/,,,,"Mo-Sa 10:00-18:00; Tu,Th 15:00-20:00","Mo-Sa 10:00-18:00; Tu,Th 15:00-20:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin),Les premiers pas sur internet et en informatique",108,Médiathèque Flora Tristan,Herman Malongo,43 boulevard Jean Mermoz,93380,Pierrefitte-sur-Seine,"Mo-Sa 10:00-18:00; Tu,Th 15:00-20:00",0171863800,herman.malongo@plainecommune.com.fr,http://www.mediatheques-plainecommune.fr/,"1,2,3",,,,3,"333,401,402,404,405,407,203,204,205,206,207,209,215",CD93,152
Point Information Jeunesse,,,,,,,19 rue de Paris 93380 Pierrefitte-sur-Seine,19,Rue de Paris,93380,93059,Pierrefitte-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.964494,2.360067,,,,0172093590,0172093590,,,https://www.mairie-pierrefitte93.fr/,,,,"Mo,Th 09:30-12:00; Tu 14:00-17:30; We,Fr 09:30-12:30,14:00-17:30","Mo,Th 09:30-12:00; Tu 14:00-17:30; We,Fr 09:30-12:30,14:00-17:30",,,,,,,,,,,,,La recherche d'un emploi,109,Point Information Jeunesse,David Romany,19 rue de Paris,93380,Pierrefitte-sur-Seine,"Mo,Th 09:30-12:00; Tu 14:00-17:30; We,Fr 09:30-12:30,14:00-17:30",0172093590,,https://www.mairie-pierrefitte93.fr/,1,,,,3,,CD93,177
Centre Social du Bas Clichy l'orange Bleue,,,,,,,22 Allée Frédéric Ladrette 93390 Clichy-sous-Bois,,Allée Frédéric Ladrette,93390,93014,Clichy-sous-Bois,93,Seine-Saint-Denis,Île-de-France,48.907631,2.543389,,,,0145097730,0145097730,,csorangebleue@orange.fr,http://www.clichy-sous-bois.fr/Associations/Annuaire-des-associations/Centre-Social-de-l-Orange-Bleue,,,,"Mo-Fr 09:00-12:00,13:30-17:30; Tu 13:30-17:30","Mo-Fr 09:00-12:00,13:30-17:30; Tu 13:30-17:30",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",110,Centre Social du Bas Clichy l'orange Bleue,Chargée d'accueil,22 Allée Frédéric Ladrette,93390,Clichy-sous-Bois,"Mo-Fr 09:00-12:00,13:30-17:30; Tu 13:30-17:30",0145097730,csorangebleue@orange.fr,http://www.clichy-sous-bois.fr/Associations/Annuaire-des-associations/Centre-Social-de-l-Orange-Bleue,"1,2",,,,3,"333,401,404,407,408",CD93,25
Defi (Direction Emploi Formation Insertion),,,,,,,4 bis Allée Romain Rolland 93390 Clichy-sous-Bois,4 bis,Allée Romain Rolland,93390,93014,Clichy-sous-Bois,93,Seine-Saint-Denis,Île-de-France,48.904648,2.552197,,,,0141703295,0141703295,,eric.bourgeois@grandparisgrandest.fr,,,,,"Tu-Sa 09:00-12:00,14:00-16:30","Tu-Sa 09:00-12:00,14:00-16:30",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",111,Defi (Direction Emploi Formation Insertion),Eric BOURGEOIS Coordonnateur Formateur Numérique Informatique,4 bis Allée Romain Rolland,93390,Clichy-sous-Bois,"Tu-Sa 09:00-12:00,14:00-16:30",0141703295,eric.bourgeois@grandparisgrandest.fr,,"1,2",,,,3,"333,335",CD93,24
Point Information Jeunesse,,,,,,,105 Allée de la Chapelle 93390 Clichy-sous-Bois,105,Allée de la Chapelle,93390,93014,Clichy-sous-Bois,93,Seine-Saint-Denis,Île-de-France,48.904341,2.541521,,,,0143888474,0143888474,,pij@clichysousbois.fr,http://www.clichy-sous-bois.fr/Economie-et-emploi/Emploi-formation-insertion,,,,"Mo-Fr 09:00-12:00,14:00-18:00; Tu,Th 14:00-18:00","Mo-Fr 09:00-12:00,14:00-18:00; Tu,Th 14:00-18:00",,,,,,,,,,,,,La recherche d'un emploi,112,Point Information Jeunesse,,105 Allée de la Chapelle,93390,Clichy-sous-Bois,"Mo-Fr 09:00-12:00,14:00-18:00; Tu,Th 14:00-18:00",0143888474,pij@clichysousbois.fr,http://www.clichy-sous-bois.fr/Economie-et-emploi/Emploi-formation-insertion,1,,,,1,"110,111,113,201,202,203,204,205,206,207,209,215,210",CD93,26
Bibliothèque Glarner,,,,,,,43 avenue du Capitaine Glarner 93400 Saint-Ouen,43,Avenue du Capitaine Glarner,93400,93070,Saint-Ouen-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.90405,2.32922,,,,0171863474,0171863474,,,http://www.mediatheques-plainecommune.fr/glarner,,,,"Tu,Fr 16:00-19:00, We 10:00-13:00,14:00-18:00, Sa 10:00-13:00,14:00-17:00","Tu,Fr 16:00-19:00, We 10:00-13:00,14:00-18:00, Sa 10:00-13:00,14:00-17:00",,,,,,,,,,,,,La recherche d'un emploi,113,Bibliothèque Glarner,Noémie Cunow,43 avenue du Capitaine Glarner,93400,Saint-Ouen,"Tu,Fr 16:00-19:00, We 10:00-13:00,14:00-18:00, Sa 10:00-13:00,14:00-17:00",0171863474,,http://www.mediatheques-plainecommune.fr/glarner,1,,,,3,,CD93,120
Bibliothèque Lucie Aubrac,,,,,,,15 rue Eugène Berthoud 93400 Saint-Ouen,15,Rue Eugène Berthoud,93400,93070,Saint-Ouen-sur-Seine,93,Seine-Saint-Denis,Île-de-France,48.906363,2.345186,,,,0171863477,0171863477,,,http://www.mediatheques-plainecommune.fr/lucie-aubrac,,,,"Tu,Fr 16:00-19:00; We,Sa 10:00-12:30,14:00-18:00","Tu,Fr 16:00-19:00; We,Sa 10:00-12:30,14:00-18:00",,,,,,,,,,,,,"La recherche d'un emploi,Les déclarations en ligne (E-admin)",114,Bibliothèque Lucie Aubrac,Noémie Cunow,15 rue Eugène Berthoud,93400,Saint-Ouen,"Tu,Fr 16:00-19:00; We,Sa 10:00-12:30,14:00-18:00",0171863477,,http://www.mediatheques-plainecommune.fr/lucie-aubrac,"1,2",,,,3,333,CD93,114
