rh_id,n_ref,statut_infos,departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,horaires_semaine,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,bloc_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,bloc_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,bloc_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,bloc_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,bloc_mediation_5,code_label,label_full,wifi,precisions,lat,lon,codes_types_mediations,codes_publics,codes_thematiques,code_departement
RH_fiche_59_,,,65,Cauterets,,Info Cyber jeunes - Association SOLEIL. PIJ,,65110.0,,,65110 Cauterets,nan,,,,,,planeteicj@pyrenees.net,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.876467,-0.103644,,,,=65=
RH_fiche_60_,,,65,Cauterets,,Médiathèque Municipale,,65110.0,2 Esplanade des œufs,,2 Esplanade des œufs 65110 Cauterets,nan,,,,,05 62 92 59 96,bibliocauterets@wanadoo.fr,,,,,,,,,,Decembre 2019,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,non,,42.888381,-0.115131,ORD,TP,,=65=
RH_fiche_61_,,,11,Caves,,ATRIUM,,11510.0,,,11510 Caves,nan,,,,,,atriumcaves@gmail.com,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.936653,2.9702759999999997,,,,=11=
RH_fiche_62_,,,31,Cazères,,Maison Pour tous,,31220.0,6 rue des Capucins,,6 rue des Capucins 31220 Cazères,nan,,,,FIGO Centre social,,,www.mptcazeres.fr,,,,,,,,,Decembre 2019,TP,Libre,COMP,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,ORDM,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,43.202236,1.082897,COMP-ORDM,TP,,=31=
RH_fiche_63_,,,31,Cintegabelle,,Foyer rural « La Gabela »,,31550.0,mairie,,mairie 31550 Cintegabelle,nan,,,,Foyers ruraux,,,,,,,,,,,,Decembre 2019,TP,Libre,COMP,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,43.271251,1.558481,COMP,TP,,=31=
RH_fiche_64_,,,31,Clarac,,foyer rural Clarac,,31210.0,Chemin de Sainte Anne,,Chemin de Sainte Anne 31210 Clarac,nan,,,,Association,05 61 89 70 64,foyer-rural-clarac@orange.fr,http://www.foyerruralclarac.org/accueil.html,,,,,,,,,Decembre 2019,,,COMP,TP,Libre,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : Libre</li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,43.097627,0.621318,COMP,TP,,=31=
RH_fiche_65_,,,32,Cologne,,Association Arcolan,,32430.0,,,32430 Cologne,nan,,Association,,FIGO Centre social,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.722522999999995,0.9800979999999999,,,,=32=
RH_fiche_66_,,,32,Cologne,,MSAP Cologne,,32430.0,Route d'Ardizas,,Route d'Ardizas 32430 Cologne,nan,,,,MSAP,05 62 05 13 61,msap@ccbl32.fr,https://www.maisondeservicesaupublic.frcontent/bastides-de-lomagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,43.689455,0.913974,,,,=32=
RH_fiche_67_,,,32,Cologne,,LE SITE,,32430.0,Route de Sarrant,,Route de Sarrant 32430 Cologne,nan,,PRV. SAS,LE SITE,,06 08 51 33 42,philippe.jaubert32@gmail.com,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.772760999999996,0.9298930000000001,,,,=32=
RH_fiche_68_,,,31,Colomiers,,Mairie,,31770.0,,,31770 Colomiers,nan,,,,Mairie,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.610367,1.329544,,,,=31=
RH_fiche_69_,,,31,Colomiers,,CCAS,,31776.0,,,31776 Colomiers,nan,,,,Mairie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.610367,1.329544,,,,=31=
RH_fiche_70_,,,31,Colomiers,,LA MIJOTEUSE,,31770.0,Place Joseph Verseille,,Place Joseph Verseille 31770 Colomiers,nan,,PUB. COMMUNE,COMMUNE DE COLOMIERS,,06.38.50.65.31.,christine.gouaux@mairie-colomiers.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.609584999999996,1.3393680000000001,,,,=31=
RH_fiche_71_,,,31,Colomiers,,Point Rencontres Chomeurs Precaires (PRCP),,31770.0,2 Allée du Vignemale,,2 Allée du Vignemale 31770 Colomiers,nan,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,APTIC,APTIC,,,43.605140000000006,1.333515,,,,=31=
RH_fiche_72_,,,32,Condom,,Centre Social de la Ténarèze,,32100.0,28 rue Gambetta,,28 rue Gambetta 32100 Condom,nan,,,,FIGO Centre social,,,,,,,,,,,,Decembre 2019,,,COMP,SEN,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,43.957361,0.37465,COMP,SEN,,=32=
RH_fiche_73_,,,11,Davejean,,Maison de services au public POM'S de Davejean,,nan,,,Davejean,nan,,,,MSAP,,poms.davejean@orange.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,42.959274,2.614679,,,,=11=
RH_fiche_74_,,,11,Fabrezan,,Mediatheque Milcom de Fabrezan,,nan,,,Fabrezan,nan,,,,Collectivités,04 68 43 71 92,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.126783,2.713806,,,,=11=
RH_fiche_75_,,,31,Fenouillet,,Association Femmes du Monde,,31150.0,,,31150 Fenouillet,nan,,Association,,FIGO Centre social,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.686369,1.3915819999999999,,,,=31=
RH_fiche_76_,,,32,Fleurance,,Bibliothèque municipale,,32500.0,100 rue Pasteur,,100 rue Pasteur 32500 Fleurance,nan,,,,Collectivités,05 62 06 18 96,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.850759000000004,0.6641739999999999,,,,=32=
RH_fiche_77_,,,32,Fleurance,,Mairie,,32500.0,,,32500 Fleurance,nan,,,,Mairie,05 62 06 10 01,,https://www.villefleurance.fr/,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.842690999999995,0.656247,,,,=32=
RH_fiche_78_,,,32,Fleurance,,Fleurance,Commune de Fleurance,32500.0,62 Rue Adolphe Cadéot,,62 Rue Adolphe Cadéot 32500 Fleurance,nan,,,,Collectivité,,ccas.compta@villefleurance.fr,,8:30 - 12:30 / 13:30 - 17:00,8:30 - 12:30 / 13:30 - 17:00,8:30 - 12:30 / 13:30 - 17:00,8:30 - 12:30 / 13:30 - 17:00,8:30 - 12:30 / 13:30 - 16:30,-,,<p><br><ul><li>lundi : 8:30 - 12:30 / 13:30 - 17:00</li><li>mardi : 8:30 - 12:30 / 13:30 - 17:00</li><li>mercredi : 8:30 - 12:30 / 13:30 - 17:00</li><li>jeudi : 8:30 - 12:30 / 13:30 - 17:00</li><li>vendredi : 8:30 - 12:30 / 13:30 - 16:30</li><li>samedi : -</li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.850282,0.661762,,,,=32=
RH_fiche_79_,,,32,Fleurance,,FABLAB C.C LOMAGNE GERSOISE - LIR,,32500.0,8 Avenue Pierre de Coubertin,,8 Avenue Pierre de Coubertin 32500 Fleurance,4393352.0,626 401,PUB. EPCI,C.C LOMAGNE GERSOISE,,,pole21@lomagne-gersoise.com,,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.850519,0.665674,,,,=32=
RH_fiche_80_,,,65,Galan,,Galan,,65330.0,1 Place de la Bastide,,1 Place de la Bastide 65330 Galan,nan,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.222512,0.40689200000000003,,,,=65=
RH_fiche_81_,,,65,Ibos,,bibliothèque Daniel Pennac,,65420.0,place Verdun,,place Verdun 65420 Ibos,nan,,,,,05 62 90 61 00,,,,,,,,,,,,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,oui,,43.232817,0.001016,ORD,TP,,=65=
RH_fiche_82_,,,65,Jezeau,,FABLAB LA SOULANE,,65240.0,,,65240 Jezeau,nan,,PRV. ASSOCIATION,ASSOCIATION LA SOULANE,,06 21 98 56 71,soulane.asso@gmail.com,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,42.903374,0.368064,,,,=65=
RH_fiche_83_,,,31,La Salvetat Saint Gilles,,centre social F Chopin,,31880.0,,,31880 La Salvetat Saint Gilles,nan,,,,FIGO Centre social,,,,,,,,,,,,,,,COMP,SEN,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,43.575297,1.2657049999999999,COMP,SEN,,=31=
RH_fiche_84_,,,31,Labège,,ASSOCIATION IOT VALLEY,,31670.0,425 rue Jean Rostand,,425 rue Jean Rostand 31670 Labège,nan,,PRV. ASSOCIATION,ASSOCIATION IOT VALLEY,,,bertran@iot-valley.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.543887,1.5115049999999999,,,,=31=
RH_fiche_85_,,,31,Labège,,Centre social Escalquens / CCAS,,nan,Mairie d'Escalquens Place François Mitterrand,,Mairie d'Escalquens Place François Mitterrand Labège,nan,,,,FIGO Centre social,05 62 71 56 75,centre.social@escalquens.fr,www.escalquens.fr,8h30-12h et 14h-18h,8h30-12h et 14h-18h,8h30-12h et 14h-18h,9h-12h et 14h-19h,8h30-12h et 14h-18h,,,<p><br><ul><li>lundi : 8h30-12h et 14h-18h</li><li>mardi : 8h30-12h et 14h-18h</li><li>mercredi : 8h30-12h et 14h-18h</li><li>jeudi : 9h-12h et 14h-19h</li><li>vendredi : 8h30-12h et 14h-18h</li></ul></p>,,,,ORDM,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,COMP,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,43.517864,1.5589790000000001,ORDM-COMP,,,=31=
RH_fiche_86_,,,31,Lagardelle-sur-Lèze,,EVOLFABLAB,,31870.0,289 route de la fontannasse,,289 route de la fontannasse 31870 Lagardelle-sur-Lèze,4305739.0,2 213 259,PRV. ASSOCIATION,ASSOCIATION INFO@LEZE,,06 20 22 11 48,infoaleze@gmail.com,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.414922,1.396709,,,,=31=
RH_fiche_87_,,,31,Lagardelle-sur-Lèze,,Mairie,,31870.0,,,31870 Lagardelle-sur-Lèze,nan,,,,,,,,,,,,,,,,Decembre 2019,TP,Libre,SENS,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,FL,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,43.415164000000004,1.393363,SENS-FL,TP,,=31=
RH_fiche_88_,,,31,Lagardelle-sur-Lèze,,Médiathèque municipale,,31870.0,3 Château de Vignaou,,3 Château de Vignaou 31870 Lagardelle-sur-Lèze,nan,,,,,,bm.lagardelle@wanadoo.fr,,,15h00 - 18h00,09h30 - 12h30 et 15h00 - 18h00,15h00 - 18h00,09h30 - 12h30,09h30 - 12h30,,<p><br><ul><li>mardi : 15h00 - 18h00</li><li>mercredi : 09h30 - 12h30 et 15h00 - 18h00</li><li>jeudi : 15h00 - 18h00</li><li>vendredi : 09h30 - 12h30</li><li>samedi : 09h30 - 12h30</li></ul></p>,Decembre 2019,,,ORD,ALL,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,43.414512,1.388385,ORD,ALL,,=31=
RH_fiche_89_,,,32,Lamothe Goas,,Mairie,,32500.0,,,32500 Lamothe Goas,nan,,,,Mairie,,,http://www.lamothe-goas.com/,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.872386999999996,0.5723699999999999,,,,=32=
RH_fiche_90_,,,65,Lannemezan,,SARAPP,,65300.0,,,65300 Lannemezan,nan,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.123752,0.39653499999999997,,,,=65=
RH_fiche_91_,,,65,Lannemezan,,Espace Public Informatique,,65300.0,Galérie Paul bert,,Galérie Paul bert 65300 Lannemezan,nan,,,,,05 62 99 18 54,,,,,,,,,,,2018,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,ENT,SEN,vendredis: initiation à l'informatique pour les séniors,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : vendredis: initiation à l'informatique pour les séniors</li></ul></p>,,,,,,,,,,,,,,,,,,oui,,43.124351000000004,0.384467,ORD-ENT,TP-SEN,,=65=
RH_fiche_92_,,,65,Lannemezan,,Maison Départementale de la solidarité,,65300.0,325 rue Thiers,,325 rue Thiers 65300 Lannemezan,nan,,,,,05 31 74 35 10,,,,,,,,,,,2018,,,,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,non,,43.122287,0.38353200000000004,,TP,,=65=
RH_fiche_93_,,,65,Lannemezan,,Restos du Cœur,,65300.0,272 rue Voltaire,,272 rue Voltaire 65300 Lannemezan,nan,,Association,,,,,,,,,,,,,,Decembre 2019,,,ORD,TP,mardi et vendredi 13h - 15h30,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : mardi et vendredi 13h - 15h30</li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,non,,43.126108,0.388652,ORD,TP,,=65=
RH_fiche_94_,,,31,Le Fauga,,Desir informatique faugatien,,31410.0,,,31410 Le Fauga,nan,,,,Association,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.400557,1.2914780000000001,,,,=31=
RH_fiche_95_,,,31,Le Fauga,,mairie La Fauga,,31410.0,,,31410 Le Fauga,nan,,,,Mairie,,mairie@lefauga.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.400557,1.2914780000000001,,,,=31=
RH_fiche_96_,,,32,Lectoure,,MSAP,,32700.0,2 cours Gambetta,,2 cours Gambetta 32700 Lectoure,nan,,,,MSAP,05 62 68 75 47,ccas.accueil@mairie-lectoure.fr,https://www.maisondeservicesaupublic.fr/content/lectoure,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,,,43.933521999999996,0.626401,,,,=32=
RH_fiche_97_,,,32,Lectoure,,Télécentre de Lectoure,,32700.0,,,32700 Lectoure,nan,,,,,,priviere@mairie-lectoure.fr,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.945129,0.656629,,,,=32=
RH_fiche_98_,,,32,Lectoure,,Régie rurale de services de Lomagne,,32700.0,,,32700 Lectoure,nan,,,,Association,,regie.lectoure@cnlrq.org,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.945129,0.656629,,,,=32=
RH_fiche_99_,,,32,Lectoure,,Bibliothèque médiathèque municipale,,32700.0,rue Saint Gervais,,rue Saint Gervais 32700 Lectoure,nan,,,,Collectivités,05 62 68 48 32,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.934117,0.623142,,,,=32=
RH_fiche_100_,,,32,Lectoure,,Génération Mouvement,,32700.0,,,32700 Lectoure,nan,,,,Association,05 62 68 71 77,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.945129,0.656629,,,,=32=
RH_fiche_101_,,,32,Lectoure,,Mairie,,32700.0,,,32700 Lectoure,nan,,,,Mairie,05 62 68 70 22,,https://www.lectoure.fr/fr-contact.html,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.945129,0.656629,,,,=32=
RH_fiche_102_,,,32,Lectoure,,Lectoure,Commune de Lectoure,32700.0,2 Cours Gambetta,,2 Cours Gambetta 32700 Lectoure,nan,,,,Collectivité,,ccas.direction@mairie-lectoure.fr,,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00 / 13:30 - 17:00,-,,<p><br><ul><li>lundi : 8:30 - 12:00 / 13:30 - 17:00</li><li>mardi : 8:30 - 12:00 / 13:30 - 17:00</li><li>mercredi : 8:30 - 12:00 / 13:30 - 17:00</li><li>jeudi : 8:30 - 12:00 / 13:30 - 17:00</li><li>vendredi : 8:30 - 12:00 / 13:30 - 17:00</li><li>samedi : -</li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.933521999999996,0.626401,,,,=32=
RH_fiche_103_,,,32,Lectoure,,PEPINIERES D ENTREPRISES DE LOMAGNE,,32700.0,ZI La Couture,,ZI La Couture 32700 Lectoure,nan,,PUB. EPCI,CC LOMAGNE GERSOISE,,05.62.29.52.42 - 06.46.71.43.17,economie@lomagne-gersoise.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL,Tiers lieu,,,43.958787,0.606889,,,,=32=
RH_fiche_104_,,,31,Lespinasse,,PCWORKS31,,31150.0,2 Allée Pierre-paul Riquet,,2 Allée Pierre-paul Riquet 31150 Lespinasse,4342778.0,578 462,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,APTIC,APTIC,,,43.707551,1.385597,,,,=31=
RH_fiche_105_,,,11,Lezignan,,Isis (epicerie solidaire),,11200.0,39 rue Lamartine,,39 rue Lamartine 11200 Lezignan,nan,,,,Association,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.202428999999995,2.7575439999999998,,,,=11=
RH_fiche_106_,,,11,Lezignan Corbières,,MJC Lezignan Corbières,,11200.0,25 Rue Marat,,25 Rue Marat 11200 Lezignan Corbières,4346935.0,34 708,,,Association,04 68 27 03 34,mjc.lezignan.corbieres@wanadoo.fr,www.mjc-lezignan-corbieres.com,08h - 20h,08h - 20h,08h - 20h,08h - 20h,08h - 20h,08h - 13h,,<p><br><ul><li>lundi : 08h - 20h</li><li>mardi : 08h - 20h</li><li>mercredi : 08h - 20h</li><li>jeudi : 08h - 20h</li><li>vendredi : 08h - 20h</li><li>samedi : 08h - 13h</li></ul></p>,,,,ORD,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,ACCDS,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,COMP,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,TL-APTIC,Tiers lieu - APTIC,,,43.199696,2.757916,ORD-ACCDS-COMP,,,=11=
RH_fiche_107_,,,31,Lherm,,C N S Communications,,31600.0,9 Rue de la Foret,,9 Rue de la Foret 31600 Lherm,nan,,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,APTIC,APTIC,,,43.427296000000005,1.211384,,,,=31=
RH_fiche_108_,,,11,Limoux,,SAPIE,,11300.0,7 rue du Cougaing,,7 rue du Cougaing 11300 Limoux,nan,,,,SCIC,04 68 74 73 30,sapie@sapie.coop,http://sapie.coop,8h30 à-18h30,8h30 à-18h30,8h30 à-18h30,8h30 à-18h30,8h30 à-18h30,,,<p><br><ul><li>lundi : 8h30 à-18h30</li><li>mardi : 8h30 à-18h30</li><li>mercredi : 8h30 à-18h30</li><li>jeudi : 8h30 à-18h30</li><li>vendredi : 8h30 à-18h30</li></ul></p>,Janvier 2020,,,SENS,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,TL,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,ACCN,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,COMP,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,TL,Tiers lieu,,,43.055492,2.2128349999999997,SENS-TL-ACCN-COMP,,,=11=
RH_fiche_109_,,,11,Limoux,,Limouxin,MSA,11300.0,17 chemin Farinier,,17 chemin Farinier 11300 Limoux,nan,,,,Opérateur,,,,8:30 - 12:00,8:30 - 12:00 / 13:30 - 17:00,8:30 - 12:00,8:30 - 12:00,8:30 - 12:00 / 13:30 - 16:30,-,,<p><br><ul><li>lundi : 8:30 - 12:00</li><li>mardi : 8:30 - 12:00 / 13:30 - 17:00</li><li>mercredi : 8:30 - 12:00</li><li>jeudi : 8:30 - 12:00</li><li>vendredi : 8:30 - 12:00 / 13:30 - 16:30</li><li>samedi : -</li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.057309000000004,2.213259,,,,=11=
RH_fiche_110_,,,11,Limoux,,TIERS LIEUX LIMOUX,,11300.0,7  rue du Cougaing,,7  rue du Cougaing 11300 Limoux,nan,,PRV. SCIC,SCIC SAPIE,,04 68 74 73 30 / 06 27 63 21 28,florence.tholly@sapie.coop,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,TL-APTIC,Tiers lieu - APTIC,,,43.055492,2.2128349999999997,,,,=11=
RH_fiche_111_,,,65,Lourdes,,CCAS Lourdes,,65100.0,2 Rue de l'Hôtel de Ville,,2 Rue de l'Hôtel de Ville 65100 Lourdes,nan,,,,Mairie,05 62 94 65 65,,,,,,,,,,,Decembre 2019,,,ACCN,SEN,Libre,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : Libre</li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,43.091652,-0.045258,ACCN,SEN,,=65=
RH_fiche_112_,,,65,Lourdes,,Centre social Lourdes,,65100.0,2 Rue de l'Hôtel de Ville,,2 Rue de l'Hôtel de Ville 65100 Lourdes,nan,,,,FIGO Centre social,05 62 94 65 65,,https://www.lourdes.fr/enfance-jeunesse/l-espace-vie-citoyenne-jeunesse/3079-le-centre-social-jean-zay,,,,,,,,,Decembre 2019,,,ORDM,TP,Libre,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : Libre</li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,43.091652,-0.045258,ORDM,TP,,=65=
RH_fiche_113_,,,65,Lourdes,,SAGV65,,65100.0,17  avenue Joffre,BP 846,17  avenue Joffre 65100 Lourdes,nan,,,,FIGO Centre social,,,,,,,,,,,,Decembre 2019,,,COMP,,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,,,43.094592999999996,-0.045855,COMP,,,=65=
RH_fiche_114_,,,65,Lourdes,,Cyber-base Lourdes,,65100.0,,,65100 Lourdes,nan,,,,,,barmelle@cyber-base.org,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.114672999999996,-0.068912,,,,=65=
RH_fiche_115_,,,65,Lourdes,,Cyberbase et médiathèque,,65100.0,place du champ commun,,place du champ commun 65100 Lourdes,nan,,,,,05 62 94 99 42,,,,,,,,,,,2018,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,limité,,43.094207,-0.046094,ORD,TP,,=65=
RH_fiche_116_,,,65,Lourdes,,Restos du Cœur,,65100.0,2 rue du Tydos,,2 rue du Tydos 65100 Lourdes,4296028.0,2 526 948,Association,,,,,,,,,,,,,,2018,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,non,,43.094998,-0.036594999999999996,ORD,TP,,=65=
RH_fiche_117_,,,65,Lourdes,,Maison Départementale de la Solidarité,,65100.0,19 boulevard rue Cazenave,,19 boulevard rue Cazenave 65100 Lourdes,nan,,,,,05 31 74 35 60,,,,,,,,,,,Janvier 2020,,,,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,,,non,,43.09093,-0.048989,,TP,,=65=
RH_fiche_118_,,,65,Luc,,Luc,,65190.0,19 rue du Pic du Midi,,19 rue du Pic du Midi 65190 Luc,4335671.0,1 623 405,,,,,,,,,,,,,,,Decembre 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.152955,0.176922,,,,=65=
RH_fiche_119_,,,65,Luz Saint Sauveur,,Cyber-base Luz Saint Sauveur,,65120.0,,,65120 Luz Saint Sauveur,nan,,,,,,,,,,,,,,,,Janvier 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.853868,-0.005765,,,,=65=
RH_fiche_120_,,,65,Luz Saint Sauveur,,Luz-Saint-Sauveur,,65120.0,Maison Gradet-Poque - Mairie de Luz Saint Sauveur,,Maison Gradet-Poque - Mairie de Luz Saint Sauveur 65120 Luz Saint Sauveur,nan,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.873114,-0.003461,,,,=65=
RH_fiche_121_,,,65,Luz Saint Sauveur,,MSAP,,65120.0,Maison Gradet Poque,,Maison Gradet Poque 65120 Luz Saint Sauveur,nan,,,,,05 62 92 25 50,,,,,,,,,,,2018,,,ORD,TP,,,<p><ul><li> type de médiation : non renseigné</li><li> public :</li><li> infos : </li></ul></p>,,,,,,,,,,,,,,,,,,,,,MSAP,Maison de Service Au Public,oui,,42.873366,-0.003336,ORD,TP,,=65=
