Dernière MAJ;Lieu;Type Structure;Commune;Adresse postale;Email;Description;Libellé 1;Libellé 2;Proposition de permanence;Présence d'un médiateur;Site internet;Téléphone;Coord. X;Coord. Y;Pôle territorial;Intercommunalité;services;equipements
12/07/2019;Bibliothèque ST PIERRE DE MONS;Collectivité;Saint-Pierre-de-Mons;Le bourg - 33210 ST PIERRE DE MONS;bibli.stpierredemons@cdcsudgironde.fr;Bibliothèque ST PIERRE DE MONS : sections adulte et jeunesse;Bibliothèque ST PIERRE DE MONS;;Non;Non;http://www.bibliotheques-paysdelangon.net/bibliotheques-paysdelangon.net/index/index/id_profil/82;05 57 98 65 20;44,55;-0,225735999999984;Sud Gironde;CC du Sud Gironde;Accès à Internet en autonomie;Accès Internet / Ordinateur
13/05/2019;BIJ espace jeunes BEGLES;Collectivité;Bègles;21 rue Calixte Camelle - 33130 BEGLES;bij@mairie-begles.fr;;BIJ espace jeunes BEGLES;;Non;Oui;https://www.mairie-begles.fr/accueil-jeunesse/;05 56 49 06 34;44,800726;-0,55515;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Imprimante multi-fonctions / Ordinateur
14/05/2019;BIJ Gradignan;Collectivité;Gradignan;8 avenue Jean Larrieu - 33170 GRADIGNAN;bij@ville-gradignan.fr;;BIJ Gradignan;;Non;Non;https://www.gradignan.fr/nos-loisirs/epajg-etablissement-public-pour-l-animation-des-jeunes-a-gradignan/le-bureau-information-jeunesse-621.html;05 56 89 12 46;44,774594;-0,614403;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;
12/07/2019;BIJ - Médiathèque de BASSENS;Collectivité;Bassens;Rue du 8 mai 1945 - 33530 BASSENS;mediatheque@ville-bassens.fr;;BIJ - Médiathèque de BASSENS;;Non;Oui;http://www.mediaculture.ville-bassens.fr;05 57 80 81 78;44,899585;-0,516585;Hauts de Garonne;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Imprimante / Ordinateur / Tablette
13/05/2019;BIJ Pessac;Collectivité;Pessac;2ter avenue Eugène et Marc DULOUT 33600 PESSAC - 33600 PESSAC;bij@mairie-pessac.fr;;BIJ Pessac;;Non;Non;http://www.pessac.fr/infos-jobs-projets.html;05 57 93 67 80;44,7923;-0,675039;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Ordinateur
09/01/2020;BLAYE - Maison des Services au Public;Collectivité;Blaye;32 Rue des Maçons, 33390 Blaye;accueil.msp@ccb-blaye.com;"Pour faciliter l’accès aux droits et services, la Communauté de communes de Blaye met à votre disposition à la Maison des Services au Public du matériel  informatique gratuitement.
Consultation libre au rdc.
Consultation accompagnée à l'étage sur rdv.";BLAYE - Maison des Services au Public;;Oui;Oui;;05.57.42.82.72;45,1322;-0,657032;Haute Gironde;CC de Blaye;Etre accompagné dans ses démarches administratives;Accès Internet / Imprimante multi-fonctions / Ordinateur
16/05/2019;Bureau Information Jeunesse  Service Jeunesse de La Cali;Collectivité;Libourne;Résidence Quilliot - 33 allées Robert Boulin - 33500 Libourne;bij-libourne@lacali.fr;Accueil, écoute et accompagnement des jeunes dans leurs recherches d’informations sur des thèmes qui les concernent : Formation, Emploi, Logement, Droit, Etranger, Santé...;Bureau Information Jeunesse  Service Jeunesse de La Cali;;Non;Non;https://www.facebook.com/lacali.jeunesse;05 57 74 06 52;44,917802;-0,2411168;Libournais;CA du Libournais;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Ordinateur / Scanner / Wifi
12/07/2019;Cap Science - Fab Lab;Association;Bordeaux;Hangar 20 - Quai de Bacalan - 33000 BORDEAUX;fabmanager@cap-sciences.net;;Cap Sciences - Fab Lab;;Non;Non;http://www.cap-sciences.net/;05 56 01 07 07;44,85967541;-0,553937028;Bordeaux;Bordeaux Métropole;;
02/12/2019;CCAS Canéjan;Collectivité;Canéjan;32 Chemin des Peyrères - 33610 CANEJAN;ccas@canejan.fr;;CCAS Canéjan;;Non;Non;https://www.canejan.fr/solidarite/ccas/197-les-permanences-aux-ccas.html;05 56 89 96 76;44,762387;-0,654618;Graves;CC Jalle-Eau-Bourde;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Accès Internet / Imprimante / Ordinateur
25/04/2019;CCAS Coutras;Collectivité;Coutras;4 rue Baste - Ilots des Georgets 33230 COUTRAS;ccas@mairie-coutras.fr;"Le  Centre Communal d'Actions Sociales est un établissement public de la Ville de Coutras qui accueille tous les habitants de la commune pouvant rencontrer une difficulté. Le CCAS assure des missions de service public obligatoire tel que la domiciliation des personnes sans domicile stable ou les demandes d’aide sociale à l’hébergement des personnes âgées ou handicapées. Le CCAS accompagne aussi des personnes en difficultés en accordant, sous conditions, des aides financières ou une aide alimentaire d’urgence.


Accès libre à tous les résidents de la commune.";CCAS Coutras;;Oui;Oui;http://www.coutras.fr/fr/information/78045/ccas;05 57 46 01 53;45,0833;0,0167;Libournais;CA du Libournais;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Imprimante multi-fonctions / Ordinateur / Wifi
16/05/2019;CCAS IZON;Collectivité;Izon;207,avenue du Général de Gaulle - 33450 IZON;ccas@izon.fr;"Le Centre Communal d'Actions Sociales est un établissement public administratif qui propose un ensemble de services pour remédier aux situations de précarité ou de difficulté sociale qui touchent les familles, les personnes âgées, les personnes sans emploi et les personnes en situation de handicap. Les habitants de la commune y sont accueillis, conseillés puis orientés vers les partenaires administratifs, locaux ou directement pris en charge.
Il propose également un programme de formation et de perfectionnement à l’outil informatique et Internet animé par un formateur professionnel.";CCAS IZON;;Non;Non;http://www.izon.fr/;05-57-55-45-46;44,9186316;-0,3549473;Libournais;CA du Libournais;Etre initié aux outils numériques;Ordinateur
03/05/2019;CDI St- Aubin de Blaye;Association;Saint-Aubin-de-Blaye;691 avenue de la liberté - 33390 BLAYE;;Sur rendez-vous;CDI St- Aubin de Blaye;;Non;Non;;05.56.70.15.15;45,2682;-0,560974999999985;Haute Gironde;CC de l'Estuaire;Accès à Internet en autonomie;Ordinateur
17/04/2019;Centre communal d'action sociale;Collectivité;Martignas-sur-Jalle;Place de la République - 33127 MARTIGNAS SUR JALLE;actionsociale@ville-martignas.fr;;Centre communal d'action sociale;;Non;Non;http://www.ville-martignas.fr;05 57 97 00 51;44,839676;-0,77441;Porte du Médoc;Bordeaux Métropole;Etre accompagné dans ses démarches administratives;
03/05/2019;Centre de Formation Multimétiers de la Haute Gironde;Collectivité;Reignac;3 Chemin du Grand Verger - 33860 REIGNAC;cfm@cc-estuaire.fr;Le Centre de Formation Multimétiers de la Haute Gironde (CFM), service de la Communauté de Communes de l’Estuaire, est une véritable plate-forme de services pour faciliter l’accès à la formation professionnelle à l’échelle du Pays de la Haute Gironde.;Centre de Formation Multimétiers Reignac;;Non;Non;http://cfm-haute-gironde.fr/;0557426622;45,2356;-0,51272599999993;Haute Gironde;CC de l'Estuaire;Accès à Internet en autonomie;Ordinateur
13/05/2019;Centre de loisirs Le Ranch;Collectivité;Le Haillan;rue de Los Heros - 33185 LE HAILLAN;leranch@ville-lehaillan.fr;"Le Ranch est une structure municipale d’accueil en accès libre, ludique et proposant des actions spécifiques en direction des jeunes.
Le ranch construit ses projets en fonction de 3 objectifs :
L’intégration : socialisation et environnement social du jeune 
La construction : autonomie et prévention 
La projection : ouverture aux autres";Centre de loisirs Le Ranch;;Non;Non;http://www.ville-lehaillan.fr/Le-Ranch,170.html;05 57 93 11 98;44,87047;-0,672863;Porte du Médoc;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Ordinateur
13/05/2019;Centre de loisirs Romainville;Collectivité;Pessac;Allée Salvador Allende - 33600 PESSAC;jeunesse@mairie-pessac.fr;;Centre de loisirs Romainville;;Non;Oui;;05 56 07 65 59;44,787671;-0,712234;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Imprimante / Ordinateur / Vidéo-projecteur / Wifi
17/04/2019;Centre information jeunesse Aquitaine;Association;Bordeaux;125 cours Alsace Lorraine - 33000 BORDEAUX;contact@cija.net;;Centre information jeunesse Aquitaine;;Non;Non;http://www.info-jeune.net/;05 56 56 00 56;44,837381;-0,575865;Bordeaux;Bordeaux Métropole;;
13/05/2019;Centre social de l'Eycho - Antenne prinicipale du Bourg;Collectivité;Eysines;Place de la République - 33320 EYSINES;leycho.bourg@eysines.fr;"Un établissement public destiné à tous les habitants d’Eysines
Quatre antennes sont établies dans chacun des quartiers de la ville. Ce sont aussi des lieux d’échanges, de rencontre et d’information. À l’opposé du prêt-à-consommer, on y participe surtout à une multitude d’animations. À l’Eycho, l’idée, avec les habitants, est de rendre le quotidien utile et agréable et de préparer ensemble les petits et grands moments qui rythment la vie des quartiers.";Centre social de l'Eycho - Antenne prinicipale du Bourg;;Non;Oui;http://www.eysines.fr/solidarite-et-emploi/leycho/le-centre-social-eycho/;05 56 28 92 17;44,885445;-0,647814;Porte du Médoc;Bordeaux Métropole;Accès à Internet en autonomie / Etre initié aux outils numériques;Ordinateur
17/04/2019;Centre Social du Grand Parc;Association;Bordeaux;44 place de l'Europe - 33300 BORDEAUX;coordination@gpinten6t.fr;;Centre Social du Grand Parc;;Non;Non;http://gpinten6t.fr/;05 56 50 38 22;44,860347;-0,579691;Bordeaux;Bordeaux Métropole;;
13/05/2019;Centre social et culturel de l'Estey;Collectivité;Bègles;Centre Jean Lurçat - 33130 BEGLES;censo@mairie-begles.fr;;Centre social et culturel de l'Estey;;Non;Non;https://www.mairie-begles.fr/centre-social-et-culturel-de-lestey/;05 57 35 13 00;44,8090267;-0,5545046;Graves;Bordeaux Métropole;Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;
15/05/2019;Centre social et d'animation de la Châtaigneraie;Association;Pessac;44 avenue de la Châtaigneraie - 33600 PESSAC;cschataigneraie@wanadoo.fr;;Centre social et d'animation de la Châtaigneraie;;Non;Oui;http://centre-social-la-chataigneraie.portailasso.pessac.fr/1950-presentation.html;05 57 02 23 23;44,796549;-0,648108;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Ordinateur
28/11/2019;Centre social et familial Bordeaux Nord;Association;Bordeaux;58, rue Joséphine - 33300 BORDEAUX;espace.numerique@csbn.org;"Centre social association créé en 1963, nous accueillons des enfants, des jeunes, des adultes, des familles autour d'activités sociales, culturelles et d'insertion

Adhésion : tarif en fonction de l'avis d'imposition (entre 7 et 45€)";Centre Social et Familial Bordeaux Nord;;Non;Oui;http://www.csbn.org/;05 56 39 46 72;44,860158;-0,562318;Bordeaux;Bordeaux Métropole;Accès à Internet en autonomie / Etre initié aux outils numériques;Accès Internet / Imprimante multi-fonctions / Ordinateur
07/05/2019;Centre Social La Colline;Association;Cenon;2, rue Stéphane MALLARME - 33150 CENON;info@csc-lacolline.com;;Centre Social La Colline;;Non;Oui;http://www.csc-lacolline.com;05 57 77 90 30;44,85637234;-0,520457593;Hauts de Garonne;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Accès Internet / Ordinateur / Tablette
07/05/2019;Centre socio-culturel Intercommunal La cabane à Projets (dont BIJ);Association;Créon;32 rue Amaury de Craon - 33670 CREON;contact@lacabaneaprojets.fr;;Centre socio-culturel Intercommunal La cabane à Projets (dont BIJ);;Non;Oui;http://www.lacabaneaprojets.fr/;05 57 34 42 52;44,773888;-0,347564;Hauts de Garonne;CC du Créonnais;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Accès Internet / Ordinateur
18/12/2019;Centre socio culturel La Source;Collectivité;Le Haillan;58 rue Edmond Rostand 33185 Le Haillan;lasource@ville-lehaillan.fr;"Équipement de proximité à vocation sociale et socio culturelle organisé par et pour les habitants du territoire haillenais.

Une adhésion est demandée si fréquentation régulière (7 à 10 €)";Centre socio culturel La Source;;Non;Non;facebook : centre socioculturel la source le haillan;0556349410;44,8637;-0,671033;Porte du Médoc;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Accès Internet / Imprimante multi-fonctions / Ordinateur
04/11/2019;Centre Socio Culturel les Etoiles - Villenave d'Ornon;Collectivité;Villenave-d'Ornon;7 rue Colette Besson;csc.saint-exupery@mairie-villenavedornon.fr;Agréés « centre social » par la caisse d’allocation familiale de la Gironde et soutenus par la commune de Villenave d’Ornon, les deux centres sont ouverts à tous et proposent aux habitants de la ville différentes activités ludiques et pédagogiques. Ils délivrent de l’information sur certaines démarches administratives, sur la fonction parentale et la vie quotidienne, mais ils ont aussi un rôle de coordonnateur de l’animation de la vie locale et de la vie de quartier.;Centre Socio Culturel les Etoiles - Villenave d'Ornon;;Non;Non;;054088085;44,7767;-0,532807000000048;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Ordinateur
12/06/2019;Centre socio-culturel Saint Exupéry - VILLENAVE D'ORNON;Collectivité;Villenave-d'Ornon;33 chemin Gaston;bruyere.stephane@mairie-villenavedornon;Agréés « centre social » par la caisse d’allocation familiale de la Gironde et soutenus par la commune de Villenave d’Ornon, les deux centres sont ouverts à tous et proposent aux habitants de la ville différentes activités ludiques et pédagogiques. Ils délivrent de l’information sur certaines démarches administratives, sur la fonction parentale et la vie quotidienne, mais ils ont aussi un rôle de coordonnateur de l’animation de la vie locale et de la vie de quartier.;Centre socio-culturel Saint Exupéry - VILLENAVE D'ORNON;;Non;Non;;0540088080;44,7776;-0,576393999999937;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Ordinateur
06/05/2019;Club Informatique Andernos Nord Bassin;Association;Andernos-les-Bains;52 Avenue des colonies - 33510 ANDERNOS LES BAINS;andernos.clubinformatique@gmail.com;faciliter au plus grand nombre de personnes l’accès et l’usage de l’informatique et des nouvelles technologies de communication.;Club Informatique Andernos Nord Bassin;;Oui;Oui;http://www.andernos-clubinfo.com;05 56 82 02 93;44,74499163;-1,082711198;Bassin;CA du Bassin d'Arcachon Nord;Etre initié aux outils numériques;Accès Internet
07/05/2019;Club informatique de Tresses;Association;Tresses;4 Hameau du Collège - 33370 TRESSES;mairie@tresses.org;;Club informatique de Tresses;;Non;Oui;http://www.tresses.org/mes-loisirs-510/les-associations/autres-activites/club-informatique;06 31 26 52 52;44,849922;-0,459556;Hauts de Garonne;CC des Coteaux Bordelais;Accès à Internet en autonomie / Etre initié aux outils numériques;Wifi
17/05/2019;Club informatique du Langonnais;Association;Langon;20 bis rue Abel Gourgues - 33210 LANGON;cil.langon@gmail.com;Club Informatique du Langonnais: Initiation, accompagnement à l'utilisation de l'informatique : Windows, logiciels libres, bureautique, etc.;Club informatique du Langonnais;;Non;Non;http://www.cil-langon.net;05 56 76 17 57;44,55422155;-0,2521886;Sud Gironde;CC du Sud Gironde;Accès à Internet en autonomie / Etre initié aux outils numériques;Accès Internet / Imprimante / Ordinateur / Tablette
06/05/2019;Club Informatique Lège-Cap-Ferret;Association;Lège-Cap-Ferret;Le Canon - 33950 LEGE CAP FERRET;atelierinformatiquecanon@orange.fr;faciliter au plus grand nombre de personnes l'accès et l'usage de l'informatique et des nouvelles technologies de communication;Club Informatique Lège-Cap-Ferret;;Oui;Oui;http://www.clubinformatiquelegecapferret.fr;0556601324;44,700507;-1,2306842;Bassin;CA du Bassin d'Arcachon Nord;Etre initié aux outils numériques;Accès Internet
06/05/2019;Cocotte Minute;Association;Lesparre-Médoc;16 Rue Jean Jacques Rousseau - 33340 - LESPARRE MEDOC;cocotte.info@gmail.com;espace de coworking;Cocotte Minute;;Non;Non;http://www.cocotte-minute.info;05 57 75 28 40;45,3069;-0,939935999999989;Médoc;CC Médoc Coeur de Presqu'île;Accès à Internet en autonomie;Accès Internet / Imprimante multi-fonctions
17/05/2019;Coeur de Bastide;Association;Sainte-Foy-la-Grande;44 rue Alsace Lorraine - 33220 STE FOY LA GRANDE;contact@coeurdebastide.fr;L'associaion a pour but de promouvoir et développer l'ensemble des activités du centre-ville de Sainte-Foy-la-Grande notamment dans les domaines économiques, touristiques, culturels, éducatifs et sociaux, et d'accompagner et d'animer le développement de la Vie Associative en Pays foyen.;Coeur de Bastide;;Non;Non;http://www.coeurdebastide.fr;06 79 83 83 23;44,841282;0,216163;Libournais;CC du Pays Foyen;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Accès Internet / Imprimante / Ordinateur / Tablette
13/05/2019;COH@BIT - FAB LAB & TECHNOSHOP de l'IUT de Bordeaux;Collectivité;Gradignan;15 rue Naudet CS 10207 - 33170 GRADIGNAN;fablab@iut.u-bordeaux.fr;;COH@BIT - FAB LAB & TECHNOSHOP de l'IUT de Bordeaux;;Non;Oui;http://www.cohabit.fr/;05 56 84 57 68;44,79053;-0,61255;Graves;Bordeaux Métropole;;Ordinateur
16/05/2019;Complexe socioculturel Brassens Camus - Lormont;Collectivité;Lormont;Esplanade François Mitterand - 33310 LORMONT;bij@ville-lormont.fr;;Complexe socioculturel Brassens Camus - Lormont;;Non;Non;;05 57 77 79 72;44,880152;-0,523124;Hauts de Garonne;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques / Pratiquer des activités récréatives numériques;Ordinateur / Tablette / Wifi
17/04/2019;Contrôle Z Aquitaine;Association;Bordeaux;"7-11 rue Joseph Brunet ""le cerisier"" - 33000 BORDEAUX";aquitaine@controle-z.net;;Contrôle Z Aquitaine;;Non;Non;http://www.controle-z.net;06 38 27 56 85;44,877976;-0,563495;Bordeaux;Bordeaux Métropole;;
07/05/2019;Cyber-base;Collectivité;Cenon;11, rue du 8 mai 1945 - 33150 CENON;cyberbase@ville-cenon.fr;;Cyber-base;;Non;Oui;http://cyberbasecenon.blogspot.fr/;05 56 67 80 66;44,85171918;-0,514071115;Hauts de Garonne;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Accès Internet / Imprimante / Ordinateur / Scanner
12/07/2019;Cyberbase - Espace Multimédia de la Médiathèque municipale Condorcet Libourne;Collectivité;Libourne;Place des Récollets - 33500 LIBOURNE;cyberbase@mairie-libourne.fr;Dans une atmosphère ludique et conviviale, vous pourrez accéder à l’Espace Public Numérique de Libourne pour surfer sur le Web, avoir des initiations aux technologies de l’informatique et de la communication et utiliser des logiciels mis à votre disposition;Cyberbase - Médiathèque municipale Condorcet Libourne;;Non;Non;http://www.ville-libourne.fr;05 57 55 57 42;44,91449182;-0,241571773;Libournais;CA du Libournais;Accès à Internet en autonomie / Etre initié aux outils numériques;Accès Internet / Imprimante multi-fonctions / Ordinateur / Tablette
17/04/2019;Cyber-Braille UNADEV;Association;Bordeaux;12, Rue de Cursol - 33000 BORDEAUX;formation@unadev.com;;Cyber-Braille UNADEV;;Non;Non;http://www.unadev.com/;05 56 33 85 91;44,83497;-0,576039;Bordeaux;Bordeaux Métropole;;
12/06/2019;Direction Emploi Economie Pessac;Collectivité;Pessac;2 avenue Eugene et Marc Dulout - Pessac;emploi.economie@mairie.pessac.fr;;Direction Emploi Economie Pessac;;Non;Non;www.pessac.fr;0557936450;44,8045;-0,632265999999959;Graves;Bordeaux Métropole;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;Ordinateur
05/12/2019;DYNAMOTS, le comptoir numérique;Association;Libourne;21 rue Thiers 33500 Libourne;e.hollman@assolelien.fr;"Espace de vie sociale

Accès libre ou sur prescription de partenaires. Adhésion libre. 
Tout public y compris allophone
Présence d'un médiateur numérique qui tient également des permanences chez les partenaires
Ateliers socio linguistiques et cours de français";DYNAMOTS, le comptoir numérique;;Non;Oui;facebook : dynamots LEVS;0777261632;44,914;-0,244506;Libournais;CA du Libournais;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Etre initié aux outils numériques;Accès Internet / Imprimante / Ordinateur / Tablette / Wifi
04/11/2019;EPI'SOL Pessac;Association;Pessac;8 place Germaine Tillion  33600 PESSAC;yannick@episolpessac.org;"Une épicerie ouverte à tous sur le principe de la solidarité afin que chacun ait accès
à une alimentation de qualité. 
Un lieu d’achat ouvert 5 jours sur 7 où il est possible d’utiliser des aides sociales accordées par les partenaires sociaux.";EPI'SOL Pessac;;Non;Non;https://www.episolpessac.org/;05 56 51 48 57;44,8053188;-0,6328573;Graves;Bordeaux Métropole;Etre initié aux outils numériques;
07/05/2019;Espace Jeunes;Association;Salleboeuf;3 rue des Carbouneyres - 33370 SALLEBOEUF;jessica.perez@ufcv.fr;"En + des horaires indiqués : samedi : ouvert selon action

D'autres espaces peuvent être ouverts à Tresses, Carignan de Bordeaux et Bonnetan selon les projets";Espace Jeunes;;Non;Oui;https://www.tresses.org/mes-services/jeunesse.html;06 27 73 25 98;44,843123;-0,396626;Hauts de Garonne;CC des Coteaux Bordelais;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives / Pratiquer des activités récréatives numériques;Imprimante multi-fonctions / Ordinateur
17/05/2019;Espace Jeunes Abzac;Collectivité;Abzac;108 rue du Docteur Texier - 33230 ABZAC;ejabzac@lacali.fr;"Pour se rencontrer et se détendre : espace numérique, espace convivial, projections, jeux de société, babyfoot, jeux vidéo...
Pour s’informer et se documenter sur les loisirs, les bourses, les aides financières aux projets et vacances, les formations.";Espace Jeunes Abzac;;Non;Non;Facebook.com/lacali.jeunesse;05 57 69 41 64;45,016849;-0,129666;Libournais;CA du Libournais;Accès à Internet en autonomie;Accès Internet
16/05/2019;Espace Jeunes Coutras  Service jeunesse de La Cali;Collectivité;Coutras;147 rue P Brossolette 33230 Coutras;ejcoutras@lacali.fr;"La Cali offre à la jeunesse 8 lieux d'accueil pour se rencontrer et se détendre (Abzac, Arveyres, Coutras, Guîtres, Izon, Libourne, Saint Denis de Pile et Saint Seurin sur l'Isle). Dans chacun d'eux, vous trouverez espace numérique, espace convivial, projections, jeux de société, babyfoot, jeux vidéo... Ces lieux se veulent source d'information et de documentation sur les loisirs, les bourses, les aides financières aux projets et vacances, les formations. Ils vous permettent de développer vos projets, organiser vos loisirs et participer à de nombreuses activités culturelles et sportives, des stages de découverte et des séjours durant les vacances scolaires.

Accès libre, sur inscription pour les animations, pour les jeunes entre 15 et 25 ans
Accès PMR";Espace Jeune Coutras;;Non;Non;http://www.prijcoutras-lacali.franceserv.com/;05 57 69 37 35;45,0368;-0,134922999999958;Libournais;CA du Libournais;Accès à Internet en autonomie / Pratiquer des activités récréatives numériques;Imprimante multi-fonctions / Ordinateur / Wifi
20/05/2019;Espace jeunes Guîtres - Service jeunesse de La Cali;Collectivité;Guîtres;1 rue Notre Dame  33230 Guîtres;ejguitres@lacali.fr;"La Cali offre à la jeunesse 8 lieux d'accueil pour se rencontrer et se détendre (Abzac, Arveyres, Coutras, Guîtres, Izon, Libourne, Saint Denis de Pile et Saint Seurin sur l'Isle). Dans chacun d'eux, vous trouverez espace numérique, espace convivial, projections, jeux de société, babyfoot, jeux vidéo... Ces lieux se veulent source d'information et de documentation sur les loisirs, les bourses, les aides financières aux projets et vacances, les formations. Ils vous permettent de développer vos projets, organiser vos loisirs et participer à de nombreuses activités culturelles et sportives, des stages de découverte et des séjours durant les vacances scolaires.

Libre accès pour les jeunes entre 12 et 25 ans,
Accès PMR sauf pour l'étage,
Adhésion de 1e par an

Page Facebook : Espace Jeune Guîtres";Espace Jeune Guîtres;;Non;Non;https://www.lacali.fr/;0557692770;45,0406;-0,186879999999974;Libournais;CA du Libournais;;Imprimante / Ordinateur / Tablette
17/05/2019;ESPACE JEUNES IZON / ARVEYRES Service jeunesse de La Cali;Collectivité;Arveyres;5 RUE DE L’EGLISE 33500 ARVEYRES;ejizon@lacali.fr;La Cali offre à la jeunesse 8 lieux d'accueil pour se rencontrer et se détendre (Abzac, Arveyres, Coutras, Guîtres, Izon, Libourne, Saint Denis de Pile et Saint Seurin sur l'Isle). Dans chacun d'eux, vous trouverez espace numérique, espace convivial, projections, jeux de société, babyfoot, jeux vidéo... Ces lieux se veulent source d'information et de documentation sur les loisirs, les bourses, les aides financières aux projets et vacances, les formations. Ils vous permettent de développer vos projets, organiser vos loisirs et participer à de nombreuses activités culturelles et sportives, des stages de découverte et des séjours durant les vacances scolaires.;ESPACE JEUNES IZON / ARVEYRES Service jeunesse de La Cali;;Non;Non;https://www.lacali.fr/la-cali-et-vous/jeunesse;09.67.49.31.42;44,8847;-0,284003999999982;Libournais;CA du Libournais;Accès à Internet en autonomie;Ordinateur / Tablette / Wifi
13/05/2019;Espace Jeunes la Brède;Collectivité;La Brède;3 avenue Charles de Gaulle 33650 la Brède - 33650 LA BREDE;espace-jeunes@labrede-montesquieu.com;;Espace Jeunes la Brède;;Non;Oui;http://www.labrede-montesquieu.fr;05 56 78 43 82;44,68178802;-0,526417082;Graves;CC de Montesquieu;Accès à Internet en autonomie / Etre accompagné dans ses démarches administratives;
16/05/2019;Espace Jeunes Libourne  Service jeunesse de La Cali;Collectivité;Libourne;40 RUE DU 1ER RAC, 33500 LIBOURNE;ejlibourne@lacali.fr;"La Cali offre à la jeunesse 8 lieux d'accueil pour se rencontrer et se détendre (Abzac, Arveyres, Coutras, Guîtres, Izon, Libourne, Saint Denis de Pile et Saint Seurin sur l'Isle). Dans chacun d'eux, vous trouverez espace numérique, espace convivial, projections, jeux de société, babyfoot, jeux vidéo... Ces lieux se veulent source d'information et de documentation sur les loisirs, les bourses, les aides financières aux projets et vacances, les formations. Ils vous permettent de développer vos projets, organiser vos loisirs et participer à de nombreuses activités culturelles et sportives, des stages de découverte et des séjours durant les vacances scolaires.

Accès libre, pour les jeunes entre 15 et 25 ans,
Accès PMR
1e d'adhésion par an.";Espace Jeunes Libourne;;Non;Non;https://www.facebook.com/lacali.jeunesse/posts/lespace-jeunes-de-libourne-est-ouvert-le-samedi-de-14h-%C3%A0-18h30-sauf-pendant-les-/814298845348786/;05 57 24 94 31;44,9077;-0,24050299999999;Libournais;CA du Libournais;Accès à Internet en autonomie;Imprimante multi-fonctions / Ordinateur / Tablette / Wifi
21/05/2019;Espace jeunes Saint Denis de Pile  Service Jeunesse de La Cali;Collectivité;Saint-Denis-de-Pile;82, route de Paris 33910 St Denis de Pile;ejsaintdenisdepile@lacali.fr;"La Cali offre à la jeunesse 8 lieux d'accueil pour se rencontrer et se détendre (Abzac, Arveyres, Coutras, Guîtres, Izon, Libourne, Saint Denis de Pile et Saint Seurin sur l'Isle). Dans chacun d'eux, vous trouverez espace numérique, espace convivial, projections, jeux de société, babyfoot, jeux vidéo... Ces lieux se veulent source d'information et de documentation sur les loisirs, les bourses, les aides financières aux projets et vacances, les formations. Ils vous permettent de développer vos projets, organiser vos loisirs et participer à de nombreuses activités culturelles et sportives, des stages de découverte et des séjours durant les vacances scolaires.

Libre accès pour les jeunes en 12 et 25 ans,
Accès PMR
Adhésion de 1e par an.

Page Facebook : ""espace jeune St Denis de Pile""";Espace Jeune St Denis de Pile;;Non;Non;https://www.lacali.fr/enfance/alsh-saint-denis-de-pile;05 57 74 61 94;44,9899;-0,207581000000005;Libournais;CA du Libournais;;Imprimante multi-fonctions / Ordinateur / Tablette / Wifi
