bfc_id,mise_a_jour,lon,lat,adresse,code_postal,ville,adresse_full,departement,dep_txt,nom_structure,url_lieu,contact_email,contact_tel,source,url_illustration,code_typo,def_typo,code_label,def_label,code_accomp,def_accomp,horaires
mednumBFC_TL_156_,,6.798311,47.499355,12 rue Maurice Ravel,25200,MONTBELIARD,12 rue Maurice Ravel 25200 MONTBELIARD,25,D_25,MFS Montbéliard Petite Hollande,,msapmontbeliard@outlook.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP-MFS,-Maison de Services Au Public-Maison France Services,,,"<ul><li>- lundi matin: 9h-12h / lundi après-midi: 13h-17h<br>
</li><li>- mardi matin: 9h-12h / mardi après-midi: 13h-17h<br>
</li><li>- mercredi matin: 9h-12h / mercredi après-midi: 13h-17h<br>
</li><li>- jeudi matin: 9h-12h / jeudi après-midi: 13h-17h<br>
</li><li>- vendredi matin: 9h-12h / vendredi après-midi: 13h-17h<br>
</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_157_,,6.826627,47.526409,Point Information Jeunesse / PIFE,25200,GRAND CHARMONT,Point Information Jeunesse / PIFE 25200 GRAND CHARMONT,25,D_25,Point Information Jeunesse / PIFE de Grand Charmont,http://ijgrandcharmont.com/,ijgrandcharmont@jeunes-bfc.fr,03 81 32 19 17,,,I,Lieux d’information et d’accès aux droits,,,,,"<ul><li>- lundi matin: 9h-12h / lundi après-midi: 14h-17h30<br>
</li><li>- mardi matin: 9h-12h / mardi après-midi: 14h-17h45<br>
</li><li>- mercredi matin: 9h-12h / mercredi après-midi: 14h-17h30<br>
</li><li>- jeudi matin: 9h-12h / jeudi après-midi: 14h-17h45<br>
</li><li>- vendredi matin: 9h-12h / vendredi après-midi: 14h-17h45<br>
</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_158_,,6.86348,47.460281,Centre Culturel la Stauberie,25230,SELONCOURT,Centre Culturel la Stauberie 25230 SELONCOURT,25,D_25,Centre Culturel la Stauberie,,,,,,M,Lieux de médiation publique,,,,,
mednumBFC_TL_159_,,6.895194,47.477866999999996,,25230,DASLE,25230 DASLE,25,D_25,Ecole primaire de Dasle,,,,,,M,Lieux de médiation publique,,,,,
mednumBFC_TL_160_,,6.860525999999999,47.461841,Maison pour tous,25230,SELONCOURT,Maison pour tous 25230 SELONCOURT,25,D_25,Maison pour tous,,,,,,I,Lieux d’information et d’accès aux droits,,,,,
mednumBFC_TL_161_,,6.192658,46.710384999999995,1 Grande Rue,25240,MOUTHE,1 Grande Rue 25240 MOUTHE,25,D_25,MSAP Mouthe,,msap.mouthe@laposte.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,
mednumBFC_TL_162_,,6.57825,47.450586,16 Rue de la Velle,25250,L'ISLE-SUR-LE-DOUBS,16 Rue de la Velle 25250 L'ISLE-SUR-LE-DOUBS,25,D_25,MSAP Objectif Emploi L'Isle sur le Doubs,,lislesurledoubs@msapobjectifemploi.org,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,
mednumBFC_TL_163_,,6.11814,46.953824,11  place de Verdun,25270,LEVIER,11  place de Verdun 25270 LEVIER,25,D_25,Agence crédit agricole Levier,https://www.ca-franchecomte.fr,levier@ca-franchecomte.fr,03 81 49 50 86,,,F-I,Lieux de médiation et de fabrication-Lieux d’information et d’accès aux droits,,,,,"<ul><li>- </li><li>- mardi matin: 9h12h / mardi après-midi: 14h18h<br>
</li><li>- mercredi matin: 9h12h / mercredi après-midi: 14h18h<br>
</li><li>- jeudi matin: 9h12h / jeudi après-midi: 14h18h<br>
</li><li>- vendredi matin: 9h12h / vendredi après-midi: 14h18h<br>
</li><li>- samedi matin: 9h12h</li><li>- </li></ul>"
mednumBFC_TL_164_,,6.147346,47.105057,1 rue Saint Laurent,25290,ORNANS,1 rue Saint Laurent 25290 ORNANS,25,D_25,Agence Credit Agricole Ornans,https://www.ca-franchecomte.fr,ornans@ca-franchecomte.fr,03 81 62 14 52,,,F-I,Lieux de médiation et de fabrication-Lieux d’information et d’accès aux droits,,,,,"<ul><li>- </li><li>- mardi matin: 9h12h / mardi après-midi: 14h18h<br>
</li><li>- mercredi matin: 9h12h / mercredi après-midi: 14h18h<br>
</li><li>- jeudi matin: 9h12h / jeudi après-midi: 14h18h<br>
</li><li>- vendredi matin: 9h12h / vendredi après-midi: 14h18h<br>
</li><li>- samedi matin: 9h12h</li><li>- </li></ul>"
mednumBFC_TL_165_,,6.354076,46.905997,17 place des Bernardines,25300,PONTARLIER,17 place des Bernardines 25300 PONTARLIER,25,D_25,Mission Locale du Haut-Doubs,,milohautdoubs@milobfc.fr,03 81 46 54 61,,,I,Lieux d’information et d’accès aux droits,,,,,
mednumBFC_TL_166_,,6.883728,47.442506,Espace Multimedia,25310,HERIMONCOURT,Espace Multimedia 25310 HERIMONCOURT,25,D_25,Espace Multimedia,,,,,,M,Lieux de médiation publique,,,,,
mednumBFC_TL_167_,,5.999905,46.977517999999996,6 grande rue,25330,NANS SOUS STE ANNE,6 grande rue 25330 NANS SOUS STE ANNE,25,D_25,L 'Observ@toire - Association ECHEL,,,,,,F,Lieux de médiation et de fabrication,,,,,
mednumBFC_TL_168_,,6.070628,47.037643,13 rue du Four,25330,AMANCEY,13 rue du Four 25330 AMANCEY,25,D_25,MFS Communauté de Communes Loue Lison,,contact@msap-amancey.fr,03 81 86 79 80,,,I,Lieux d’information et d’accès aux droits,-MSAP-MFS,-Maison de Services Au Public-Maison France Services,,,"<ul><li>- lundi matin: 9h-12h15 / lundi après-midi: 14h-18h<br>
</li><li>- mardi matin: 9h-12h15 / mardi après-midi: 14h-18h<br>
</li><li>- mercredi matin: 9h-12h15 / mercredi après-midi: 14h-18h<br>
</li><li>- jeudi matin: 9h-12h15 / jeudi après-midi: 14h-18h<br>
</li><li>- vendredi matin: 9h-12h15 / vendredi après-midi: 14h-18h<br>
</li><li>- samedi matin: 9h-12h</li><li>- </li></ul>"
mednumBFC_TL_169_,,6.497182,47.39348,Place de l'Hôtel de Ville,25340,CLERVAL,Place de l'Hôtel de Ville 25340 CLERVAL,25,D_25,MSAP Objectif Emploi Clerval,,clervalsancey@msapobjectifemploi.org,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,"<ul><li>- lundi matin: 9h-12h30 / lundi après-midi: 13h-17h<br>
</li><li>- mardi matin: 9h-12h30 / mardi après-midi: 13h30-17h<br>
</li><li>- mercredi matin: 9h-13h</li><li>- jeudi matin: 9h-12h30 / jeudi après-midi: 13h-17h<br>
</li><li>- vendredi matin: 8h30-12h30 / vendredi après-midi: 13h-16h30<br>
</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_170_,,6.807205000000001,47.452945,Espace jeune,25350,MANDEURE,Espace jeune 25350 MANDEURE,25,D_25,Espace jeune,,,,,,I,Lieux d’information et d’accès aux droits,,,,,
mednumBFC_TL_171_,,6.2365330000000005,47.246334000000004,1 Place de la Poste,25360,BOUCLANS,1 Place de la Poste 25360 BOUCLANS,25,D_25,MSAP Objectif Emploi Bouclans,,bouclansroulans@msapobjectifemploi.org,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,"<ul><li>- lundi matin: 9h-12h30 / lundi après-midi: 13h-18h15<br>
</li><li>- mardi matin: 9h-12h30 / mardi après-midi: 13h30-17h30<br>
</li><li>- mercredi matin: 9h-12h / mercredi après-midi: 13h-18h<br>
</li><li>- jeudi matin: 9h-12h30 / jeudi après-midi: 13h-17h45<br>
</li><li>- </li><li>- </li><li>- </li></ul>"
mednumBFC_TL_172_,,6.373972,46.77702,7  place de la mairie,25370,LES HOPITAUX NEUFS,7  place de la mairie 25370 LES HOPITAUX NEUFS,25,D_25,Agence crédit agricole les hopitaux neufs,https://www.ca-franchecomte.fr,les.hopitaux.neufs@ca-franchecomte.fr,03 81 49 13 44,,,F-I,Lieux de médiation et de fabrication-Lieux d’information et d’accès aux droits,,,,,"<ul><li>- </li><li>- mardi matin: 9h12h / mardi après-midi: 14h18h<br>
</li><li>- mercredi matin: 9h12h / mercredi après-midi: 14h18h<br>
</li><li>- jeudi matin: 9h12h / jeudi après-midi: 14h18h<br>
</li><li>- vendredi matin: 9h12h / vendredi après-midi: 14h18h<br>
</li><li>- samedi matin: 9h12h</li><li>- </li></ul>"
mednumBFC_TL_173_,,6.656181,47.259570000000004,1 Allée des Sapins,25380,BELLEHERBE,1 Allée des Sapins 25380 BELLEHERBE,25,D_25,MSAP Communauté de communes du Pays de Sancey Belleherbe,,cc.dessoubre.barbeche@wanadoo.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,"<ul><li>-  / lundi après-midi: 14h-16h<br>
</li><li>- mardi matin: 9h-12h / mardi après-midi: 13h30-16h30<br>
</li><li>- </li><li>- jeudi matin: 9h-12h / jeudi après-midi: 13h30-16h30<br>
</li><li>- vendredi matin: 9h-12h / vendredi après-midi: 13h30-16h30<br>
</li><li>- samedi matin: 9h-12h</li><li>- </li></ul>"
mednumBFC_TL_174_,,6.526425,47.131422,29 Grande rue,25390,ORCHAMPS-VENNES,29 Grande rue 25390 ORCHAMPS-VENNES,25,D_25,MSAP Orchamps-Vennes,,msap.orchamps-vennes@laposte.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,
mednumBFC_TL_175_,,6.840732000000001,47.479594,2 rue de seloncourt,25400,AUDINCOURT,2 rue de seloncourt 25400 AUDINCOURT,25,D_25,Agence Crédit Agrricole Audincourt,https://www.ca-franchecomte.fr,audincourt@ca-franchecomte.fr,03 81 30 00 67,,,F-I,Lieux de médiation et de fabrication-Lieux d’information et d’accès aux droits,,,,,"<ul><li>- </li><li>- mardi matin: 9h12h / mardi après-midi: 14h18h<br>
</li><li>- mercredi matin: 9h12h / mercredi après-midi: 14h18h<br>
</li><li>- jeudi matin: 9h12h / jeudi après-midi: 14h18h<br>
</li><li>- vendredi matin: 9h12h / vendredi après-midi: 14h18h<br>
</li><li>- samedi matin: 9h12h</li><li>- </li></ul>"
mednumBFC_TL_176_,,6.857147,47.473836,Espace citoyen,25400,AUDINCOURT,Espace citoyen 25400 AUDINCOURT,25,D_25,Espace citoyen,,,,,,I-F,Lieux d’information et d’accès aux droits-Lieux de médiation et de fabrication,,,,,
mednumBFC_TL_177_,,5.81072,47.1805,Association Saint-Vit Informatique,25410,SAINT VIT,Association Saint-Vit Informatique 25410 SAINT VIT,25,D_25,Association Saint-Vit Informatique,,,,,,F,Lieux de médiation et de fabrication,,,,,
mednumBFC_TL_178_,,6.585853999999999,47.298151000000004,30 bis Rue du Maréchal de lattre de Tassigny,25430,SANCEY-LE-GRAND,30 bis Rue du Maréchal de lattre de Tassigny 25430 SANCEY-LE-GRAND,25,D_25,MSAP Objectif Emploi Sancey,,clervalsancey@msapobjectifemploidc.org,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,
mednumBFC_TL_179_,,5.8836260000000005,47.103238,15 Place d'Armes,25440,QUINGEY,15 Place d'Armes 25440 QUINGEY,25,D_25,MSAP Quingey,,rspquingey@gmail.com,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,
mednumBFC_TL_180_,,6.896717999999999,47.524083000000005,Maison des associations,25490,FESCHES LE CHATEL,Maison des associations 25490 FESCHES LE CHATEL,25,D_25,Maison des associations,,,,,,F-I,Lieux de médiation et de fabrication-Lieux d’information et d’accès aux droits,,,,,
mednumBFC_TL_181_,,6.731509,47.479615,4 grande rue,25550,BAVANS,4 grande rue 25550 BAVANS,25,D_25,Agence Crédit Agricole Bavans,https://www.ca-franchecomte.fr,bavans@ca-franchecomte.fr,03 81 96 26 69,,,F-I,Lieux de médiation et de fabrication-Lieux d’information et d’accès aux droits,,,,,"<ul><li>- </li><li>- mardi matin: 9h-12h / mardi après-midi: 14h-18h<br>
</li><li>- mercredi matin: 9h-12h / mercredi après-midi: 14h-18h<br>
</li><li>- jeudi matin: 9h-12h / jeudi après-midi: 14h-18h<br>
</li><li>- vendredi matin: 9h-12h / vendredi après-midi: 14h-18h<br>
</li><li>- samedi matin: 9h-12h</li><li>- </li></ul>"
mednumBFC_TL_182_,,6.736853999999999,47.480477,Association de Gestion - Maison pour tous,25550,BAVANS,Association de Gestion - Maison pour tous 25550 BAVANS,25,D_25,Association de Gestion - Maison pour tous,,,,,,F,Lieux de médiation et de fabrication,,,,,
mednumBFC_TL_183_,,6.165342,46.858267,26 grande rue,25560,FRASNE,26 grande rue 25560 FRASNE,25,D_25,Agence Credit Agricole Frasne,https://www.ca-franchecomte.fr,frasne@ca-franchecomte.fr,03 81 49 81 21,,,F-I,Lieux de médiation et de fabrication-Lieux d’information et d’accès aux droits,,,,,"<ul><li>- </li><li>- mardi matin: 9h-12h / mardi après-midi: 14h-18h<br>
</li><li>- mercredi matin: 9h-12h / mercredi après-midi: 14h-18h<br>
</li><li>- jeudi matin: 9h-12h / jeudi après-midi: 14h-18h<br>
</li><li>- vendredi matin: 9h-12h / vendredi après-midi: 14h-18h<br>
</li><li>- samedi matin: 9h-12h</li><li>- </li></ul>"
mednumBFC_TL_184_,,6.158342,46.857464,18 rue de la gare,25560,FRASNE,18 rue de la gare 25560 FRASNE,25,D_25,MSAP Frasne,,msap.frasne@laposte.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,
mednumBFC_TL_185_,,6.336511,47.09857,8 rue de la Scierie,25580,LES PREMIERS SAPINS,8 rue de la Scierie 25580 LES PREMIERS SAPINS,25,D_25,MFS Les Premiers Sapins,,mairie.lps25@orange.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP-MFS,-Maison de Services Au Public-Maison France Services,,,"<ul><li>-  / lundi après-midi: 13h30-16h30<br>
</li><li>-  / mardi après-midi: 13h30-16h30<br>
</li><li>- mercredi matin: 8h30-11h30</li><li>-  / jeudi après-midi: 13h30-18h<br>
</li><li>- vendredi matin: 9h-12h / vendredi après-midi: 12h-16h30<br>
</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_186_,,6.837238,47.525316,Ecole primaire,25600,VIEUX CHARMONT,Ecole primaire 25600 VIEUX CHARMONT,25,D_25,Ecole primaire,,,,,,M,Lieux de médiation publique,,,,,
mednumBFC_TL_187_,,6.8308789999999995,47.513896,4  rue de La Poste,25600,SOCHAUX,4  rue de La Poste 25600 SOCHAUX,25,D_25,MFS Maison Numérique de Sochaux,,msapsochaux@outlook.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP-MFS,-Maison de Services Au Public-Maison France Services,,,"<ul><li>- lundi matin: 9h-12h / lundi après-midi: 13h-17h<br>
</li><li>- mardi matin: 9h-12h</li><li>-  / mercredi après-midi: 13h-18h<br>
</li><li>- jeudi matin: 9h-12h / jeudi après-midi: 13h-17h<br>
</li><li>- vendredi matin: 9h-12h</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_188_,,6.831091000000001,47.51342,Pôle Multimédia,25600,SOCHAUX,Pôle Multimédia 25600 SOCHAUX,25,D_25,Pôle Multimédia,,,,,,M,Lieux de médiation publique,,,,,
mednumBFC_TL_189_,,5.7790300000000006,47.031451000000004,Institut Claude Nicolas Ledoux. C.C.R.,25610,ARC ET SENANS,Institut Claude Nicolas Ledoux. C.C.R. 25610 ARC ET SENANS,25,D_25,Institut Claude Nicolas Ledoux. C.C.R.,,,,,,O,Lieux de formation,,,,,
mednumBFC_TL_190_,,6.161630000000001,47.1972,17 Grande Rue,25620,MAMIROLLE,17 Grande Rue 25620 MAMIROLLE,25,D_25,MSAP Mamirolle,,msap.mamirolle@laposte.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,
mednumBFC_TL_191_,,6.7748800000000005,47.506512,Club Miss,25630,SAINTE SUZANNE,Club Miss 25630 SAINTE SUZANNE,25,D_25,Club Miss,,,,,,F,Lieux de médiation et de fabrication,,,,,
mednumBFC_TL_192_,,6.238387,47.316352,Espace Culturel,25640,ROULANS,Espace Culturel 25640 ROULANS,25,D_25,MSAP Objectif Emploi Roulans,,baumelesdames@msapobjectifemploi.org,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,
mednumBFC_TL_193_,,6.480759,47.04673,4 rue de lattre de tassigny,25650,GILLEY,4 rue de lattre de tassigny 25650 GILLEY,25,D_25,Agence Credit Agricole Gilley,https://www.ca-franchecomte.fr,gilley@ca-franchecomte.fr,03 81 43 30 04,,,F-I,Lieux de médiation et de fabrication-Lieux d’information et d’accès aux droits,,,,,"<ul><li>- </li><li>- mardi matin: 9h12h / mardi après-midi: 14h18h<br>
</li><li>- mercredi matin: 9h12h / mercredi après-midi: 14h18h<br>
</li><li>- jeudi matin: 9h12h / jeudi après-midi: 14h18h<br>
</li><li>- vendredi matin: 9h12h / vendredi après-midi: 14h18h<br>
</li><li>- samedi matin: 9h12h</li><li>- </li></ul>"
mednumBFC_TL_194_,,6.4835970000000005,47.046696999999995,2 Avenue Jean de Lattre de Tassigny,25650,GILLEY,2 Avenue Jean de Lattre de Tassigny 25650 GILLEY,25,D_25,MSAP Gilley,,msap.gilley@laposte.net,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,
mednumBFC_TL_195_,,6.11784,47.2241,1 rue de la croix de mission,25660,SAONE,1 rue de la croix de mission 25660 SAONE,25,D_25,Agence Crédit Agricole Saone,https://www.ca-franchecomte.fr,saone@ca-franchecomte.fr,03 81 55 71 25,,,F-I,Lieux de médiation et de fabrication-Lieux d’information et d’accès aux droits,,,,,"<ul><li>- </li><li>- mardi matin: 9h12h / mardi après-midi: 14h18h<br>
</li><li>- mercredi matin: 9h12h / mercredi après-midi: 14h18h<br>
</li><li>- jeudi matin: 9h12h / jeudi après-midi: 14h18h<br>
</li><li>- vendredi matin: 9h12h / vendredi après-midi: 14h18h<br>
</li><li>- samedi matin: 9h12h</li><li>- </li></ul>"
mednumBFC_TL_196_,,6.11784,47.2241,1 rue de la croix de mission,25660,SAONE,1 rue de la croix de mission 25660 SAONE,25,D_25,Agence Crédit Agricole Saone,https://www.ca-franchecomte.fr,saone@ca-franchecomte.fr,03 81 55 71 25,,,F-I,Lieux de médiation et de fabrication-Lieux d’information et d’accès aux droits,,,,,"<ul><li>- </li><li>- mardi matin: 9h12h / mardi après-midi: 14h18h<br>
</li><li>- mercredi matin: 9h12h / mercredi après-midi: 14h18h<br>
</li><li>- jeudi matin: 9h12h / jeudi après-midi: 14h18h<br>
</li><li>- vendredi matin: 9h12h / vendredi après-midi: 14h18h<br>
</li><li>- samedi matin: 9h12h</li><li>- </li></ul>"
mednumBFC_TL_197_,,6.3781620000000006,47.480117,Zone d'activités du Pré Rond,25680,CUSE-ET-ADRISANS,Zone d'activités du Pré Rond 25680 CUSE-ET-ADRISANS,25,D_25,MSAP Objectif Emploi Rougemont,,rougemont@msapobjectifemploi.org,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,"<ul><li>- lundi matin: 8h30-12h30 / lundi après-midi: 13h-18h<br>
</li><li>- mardi matin: 8h30-12h30 / mardi après-midi: 13h-17h<br>
</li><li>- mercredi matin: 8h30-11h</li><li>- jeudi matin: 8h30-12h30 / jeudi après-midi: 13h-17h30<br>
</li><li>- vendredi matin: 8h30-12h30 / vendredi après-midi: 13h-15h30<br>
</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_198_,,6.782497,47.437388,Ecole primaire,25700,MATHAY,Ecole primaire 25700 MATHAY,25,D_25,Ecole primaire,,,,,,I,Lieux d’information et d’accès aux droits,,,,,
mednumBFC_TL_199_,,6.8363130000000005,47.462740999999994,10  rue Carnot,25700,VALENTIGNEY,10  rue Carnot 25700 VALENTIGNEY,25,D_25,Maison Pour Tous de Valentigney,https://www.mptval.fr/,,,,,F-O,Lieux de médiation et de fabrication-Lieux de formation,,,,,"<ul><li>-  / lundi après-midi: 17h-19h<br>
</li><li>-  / mardi après-midi: 14h30-16h30<br>
</li><li>-  / mercredi après-midi: 17h30-19h<br>
</li><li>- </li><li>- </li><li>- </li><li>- </li></ul>"
mednumBFC_TL_200_,,6.658207000000001,47.521728,29 rue de la 5ème Division Blindée,25750,ARCEY,29 rue de la 5ème Division Blindée 25750 ARCEY,25,D_25,MSAP Arcey (Bureau de Poste),,msap.arcey@laposte.fr,,,,I,Lieux d’information et d’accès aux droits,-MSAP,-Maison de Services Au Public,,,"<ul><li>- lundi matin: 9h15-11h30 / lundi après-midi: 14h-16h30<br>
</li><li>- mardi matin: 9h15-11h30 / mardi après-midi: 14h30-16h30<br>
</li><li>- mercredi matin: 9h15-11h30 / mercredi après-midi: 14h-16h30<br>
</li><li>- jeudi matin: 9h15-11h30</li><li>- vendredi matin: 9h15-11h30 / vendredi après-midi: 14h-16h30<br>
</li><li>- samedi matin: 8h45-12h</li><li>- </li></ul>"
mednumBFC_TL_201_,,6.345019000000001,47.147983,5 Place du Général de Gaulle,25800,VALDAHON,5 Place du Général de Gaulle 25800 VALDAHON,25,D_25,MFS Maison des Services de Valdahon,,mds@valdahon.com,03 81 26 04 10,,,I,Lieux d’information et d’accès aux droits,-MSAP-MFS,-Maison de Services Au Public-Maison France Services,,,"<ul><li>- lundi matin: 8h30-12h / lundi après-midi: 13h30-17h30<br>
</li><li>- mardi matin: 8h30-12h / mardi après-midi: 13h30-17h30<br>
</li><li>- mercredi matin: 8h30-12h / mercredi après-midi: 13h30-17h30<br>
</li><li>- jeudi matin: 8h30-12h / jeudi après-midi: 13h30-17h30<br>
</li><li>- vendredi matin: 8h30-12h / vendredi après-midi: 13h30-17h30<br>
</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_202_,,6.011316000000001,47.327646,4A route de Bonnay,25870,DEVECEY,4A route de Bonnay 25870 DEVECEY,25,D_25,Agence Crédit Agricole Devecey,https://www.ca-franchecomte.fr,devecey@ca-franchecomte.fr,03 81 56 84 33,,,F-I,Lieux de médiation et de fabrication-Lieux d’information et d’accès aux droits,,,,,"<ul><li>- </li><li>- mardi matin: 9h12h / mardi après-midi: 14h18h<br>
</li><li>- mercredi matin: 9h12h / mercredi après-midi: 14h18h<br>
</li><li>- jeudi matin: 9h12h / jeudi après-midi: 14h18h<br>
</li><li>- vendredi matin: 9h12h / vendredi après-midi: 14h18h<br>
</li><li>- samedi matin: 9h12h</li><li>- </li></ul>"
mednumBFC_TL_203_,,6.012,47.3272,,25870,BONNAY,25870 BONNAY,25,D_25,EPN Intercommunal de la dame blanche,,,,,,M,Lieux de médiation publique,,,,,
mednumBFC_TL_204_,,5.559639,46.674246999999994,19  Place de Verdun,39000,LONS LE SAUNIER,19  Place de Verdun 39000 LONS LE SAUNIER,39,D_39,ANPE Lons le Saunier,http://anpe.fr/,maison.commune@ville-lons-le-saunier.fr,03 84 47 15 67,,,I-TL,Lieux d’information et d’accès aux droits-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_205_,,5.571603,46.677955,1000  rue des Gentianes,39000,LONS LE SAUNIER,1000  rue des Gentianes 39000 LONS LE SAUNIER,39,D_39,espace Cyber-base emploi Lons le Saunier,http://lons-le-saunier.cyber-base.org/,contact@mde-lons-champagnole.fr,03 84 44 19 10,,,M-TL,Lieux de médiation publique-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_206_,,5.554027,46.676099,17 Place Perraud,39000,LONS LE SAUNIER,17 Place Perraud 39000 LONS LE SAUNIER,39,D_39,Info Jeunesse Jura Lons IJJ,http://ijlonslesaunier.jeunes-fc.com/,ijlonslesaunier@jeunes-bfc.fr,03 84 87 02 55,,,I-TL,Lieux d’information et d’accès aux droits-Lieux de travail et de collaborationL,,,,,"<ul><li>- </li><li>- mardi matin: 10h-12h / mardi après-midi: 13h30-17h30<br>
</li><li>- mercredi matin: 10h-12h / mercredi après-midi: 13h30-17h30<br>
</li><li>- jeudi matin: 10h-12h / jeudi après-midi: 13h30-17h30<br>
</li><li>- vendredi matin: 10h-12h / vendredi après-midi: 13h30-17h30<br>
</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_207_,,5.553933,46.668589000000004,2 rue de Montaigu,39000,LONS LE SAUNIER,2 rue de Montaigu 39000 LONS LE SAUNIER,39,D_39,Lédanova,https://www.facebook.com/ledonova/,,06 78 96 08 57,,,F-TL,Lieux de médiation et de fabrication-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_208_,,5.571603,46.677955,1000 rue des Gentianes,39000,LONS LE SAUNIER,1000 rue des Gentianes 39000 LONS LE SAUNIER,39,D_39,Mission Locale Sud Jura,missionlocalesudjura.org,milosudjura@milobfc.fr,03 84 87 02 56,,,I,Lieux d’information et d’accès aux droits,,,,,
mednumBFC_TL_209_,,5.498227,47.084708,31 rue Julien Feuvrier,39100,DOLE,31 rue Julien Feuvrier 39100 DOLE,39,D_39,Le V  Fourmilière des Savoir-Faire,http://www.projet-v.fr,bonjour@projet-v.fr,06 67 63 05 62,,,F-TL,Lieux de médiation et de fabrication-Lieux de travail et de collaborationL,,,,,
mednumBFC_TL_210_,,5.466198,47.071416,24 place nationale,39100,DOLE,24 place nationale 39100 DOLE,39,D_39,Mission Locale Dole-Revermont,missionlocale-dolerevermont.fr,milodolerevermont@milobfc.fr,03 84 72 53 18,,,I,Lieux d’information et d’accès aux droits,,,,,
mednumBFC_TL_211_,,5.861152,46.95238,Zone Artisanale Les Mélincols,39110,SALINS-LES-BAINS,Zone Artisanale Les Mélincols 39110 SALINS-LES-BAINS,39,D_39,MFS Salins-les-Bains,,msap.ps@agate-paysages.fr,,,,M,Lieux de médiation publique,-MSAP-MFS,-Maison de Services Au Public-Maison France Services,,,
mednumBFC_TL_212_,,5.407953,46.968329,3 place du collège,39120,CHAUSSIN,3 place du collège 39120 CHAUSSIN,39,D_39,MSAP de la Plaine Jurassienne,,msap.plainejurassienne@agate-paysages.fr,,,,M,Lieux de médiation publique,-MSAP,-Maison de Services Au Public,,,"<ul><li>- lundi matin: 9h-12h30 / lundi après-midi: 13h30-17h<br>
</li><li>- mardi matin: 9h-12h30 / mardi après-midi: 13h30-17h<br>
</li><li>- mercredi matin: 9h-12h30 / mercredi après-midi: 13h30-17h<br>
</li><li>- jeudi matin: 9h-12h30</li><li>- vendredi matin: 9h-12h30</li><li>- </li><li>- </li></ul>"
mednumBFC_TL_213_,,5.4535290000000005,46.744634999999995,3 Place Orion,39140,BLETTERANS,3 Place Orion 39140 BLETTERANS,39,D_39,MSAP Bletterans,,msap.bletterans@laposte.fr,,,,M,Lieux de médiation publique,-MSAP,-Maison de Services Au Public,,,"<ul><li>- lundi matin: 9h-12h / lundi après-midi: 14h-17h30<br>
</li><li>- mardi matin: 9h-12h / mardi après-midi: 14h-17h30<br>
</li><li>- mercredi matin: 9h-12h / mercredi après-midi: 14h-17h30<br>
</li><li>- jeudi matin: 9h-12h / jeudi après-midi: 14h-17h30<br>
</li><li>- vendredi matin: 9h-12h / vendredi après-midi: 14h-17h30<br>
</li><li>- samedi matin: 9h-12h30</li><li>- </li></ul>"
mednumBFC_TL_214_,,5.461255,46.748906,12 place de la gare,39140,BLETTERANS,12 place de la gare 39140 BLETTERANS,39,D_39,Point Information Jeunesse Bletterans,http://www.jeunes-fc.com/,espacejeunes.bletterans@ejfc.com,03 84 44 45 09,,,I-TL,Lieux d’information et d’accès aux droits-Lieux de travail et de collaborationL,,,,,
