latitude;longitude;altitude;geometry;MATRICULE;DEPARTEMENT;lib_france_services;ADRESSE;COMPLEMENT.D.ADRESSE;insee_com;code_postal;lib_com;COMMUNE;LATITUDE;LONGITUDE;CONTACT.MAIL;TELEPHONE;h_lundi;h_mardi;h_mercredi;h_jeudi;h_vendredi;h_samedi;Commentaire.horaires;ITINERANCE;FORMAT_FS;X._groupe;Groupe;Goupe_France_Services_responsable;Goupe_Antennes;Labellisation;categorie
48.84107;-1.04775;;Point;90;14;Noues de Siennes;1 place de la mairie;;14658;14380;Noues de Sienne;SAINT SEVER-NOUES DE SIENNES;48.84107;-1.04775;pi14@nouesdesienne.fr;02 31 09 27 76;8:30 - 12:15 / 13:15 - 17:00;8:30 - 12:15 / 13:15 - 17:00;8:30 - 12:15;8:30 - 12:15 / 13:15 - 17:00;Sur RDV : 8:30 - 12:15 / Sur RDV : 13:15 - 17:00;-;;;Espace labellisé;20;PI14;;;Espace labellisé 01/2020;FS
48.96901;-0.24201;;Point;91;14;Potigny;Place de la 1ère Division Blindée Polonaise;;14516;14420;Potigny;POTIGNY;48.96901;-0.24201;point-info14-potigny@wanadoo.fr;02 31 90 70 25;8:15 - 12:15 / 13:15 - 17:00;9:00 - 12:00;8:15 - 12:00 / 13:15 - 17:00;8:15 - 12:15 / 13:15 - 17:00;8:15 - 12:15 / 13:15 - 17:00;-;;;Espace labellisé;20;PI14;;;Espace labellisé 02/2020;FS
49.23095;-0.04502;;Point;92;14;Dozulé;128 grande rue;;14229;14430;Dozulé;DOZULE;49.23095;-0.04502;pointinfo14-dozule@normandiecabourgpaysdauge.fr;02 31 73 00 75;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;-;;;Espace labellisé;20;PI14;;;Espace labellisé 01/2020;FS
49.33412;-0.45681;;Point;93;14;Courseulles sur Mer;4 rue Arthur Leduc;;14191;14470;Courseulles-sur-Mer;COURSEULLES SUR MER;49.33412;-0.45681;point-info-14@ville-courseulles.fr;02 31 36 22 50;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 13:00 / 14:00 - 16:30;-;;;Espace labellisé;20;PI14;;;Espace labellisé 01/2020;FS
49.18282;-0.18249;;Point;94;14;Troarn;Place Raphaël Briard;;14712;14670;Saline;TROARN;49.18282;-0.18249;pi14saline@orange.fr;02 31 26 36 09;8:30 - 11:45 / 13:30 - 17:15;8:30 - 11:45 / 13:30 - 17:15;8:30 - 11:45;Sur RDV : 8:30 - 11:45 / Sans RDV : 13:30 - 17:15;8:30 - 11:45 / 13:30 - 16:15;-;;;Espace labellisé;20;PI14;;;Espace labellisé 01/2020;FS
44.85504;3.005663;;Point;97;15;Chaudes Aigues;29 Avenue Pierre Vialard;;15045;15110;Chaudes-Aigues;CHAUDES AIGUES;44.85504;3.005663;msapchaudesaigues@saintflourco.fr;04 71 23 92 33;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.92519;2.841721;;Point;102;15;Pierrefort;6 Rue de l'Aubrac;;15152;15230;Pierrefort;PIERREFORT;44.92519;2.841721;msappierrefort@saintflourco.fr;04 71 23 23 54;9:00 - 12:00 ;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 ;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
45.11087;2.869814;;Point;103;15;Services de Murat;4 Rue du Faubourg Nôtre-dame;;15138;15300;Murat;MURAT;45.11087;2.869814;mdsmurat@hautesterres.fr;04 71 20 28 88;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;;;Espace labellisé;8;Murat;103;99;Espace labellisé 01/2020;FS
44.71018;2.196033;;Point;104;15;Maurs;3 Place du 11 Novembre;;15122;15600;Maurs;MAURS;44.71018;2.196033;msp.maurs@chataigneraie15.fr;04 71 46 87 17;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
45.59955;-0.05477;;Point;105;16;Châteauneuf sur Charente;1 rue Aristide Briand ;;16090;16120;Châteauneuf-sur-Charente;CHATEAUNEUF SUR CHARENTE;45.59955;-0.05477;j.guichet@chateauneuf16120,fr;05 45 97 12 42;-;13:30 - 18:00;13:30 - 18:00;8:30 - 12:00 / 13:30 - 18:00;13:30 - 18:00;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
45.47349;-0.15792;;Point;107;16;Barbezieux;32 rue de la Motte;;16028;16300;Barbezieux-Saint-Hilaire;BARBEZIEUX - SAINT-HILAIRE;45.47349;-0.15792;franceservices@cdc4b.com;05 45 98 93 60;8:30 - 12:30 / 13:30 - 16:30;8:30 - 12:30;8:30 - 12:30;8:30 - 12:30;8:30 - 12:30 / 15:30 - 16:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
45.77758;0.551858;;Point;108;16;Montemboeuf;22 Rue Laugérias;;16225;16310;Montembœuf;MONTEMBOEUF;45.77758;0.551858;france-services.montemboeuf@laposte.fr;05 45 65 24 76;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
45.58428;-0.83095;;Point;110;17;Centre Arc en Ciel;8 Rue de l'Hotel de Ville ;;17131;17120;Cozes;COZES;45.58428;-0.83095;csc.cozes@wanadoo.fr;05 46 90 86 67;9:00 - 13:00;9:00 - 12:00 / 14:00 - 17:00    ;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 13:00 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
46.20218;-1.36798;;Point;114;17;Saint Martin de Ré;Place de la République;;17369;17410;Saint-Martin-de-Ré;ST MARTIN DE RE;46.20218;-1.36798;france-services.saint-martin-de-re@laposte.fr;05 46 09 38 25;9:00 - 12:30 / 14:00 - 16:00;9:00 - 12:30 / 14:00 - 16:00;9:00 - 12:30 / 14:00 - 16:00;9:00 - 12:30 / 14:00 - 16:00;9:00 - 12:30 / 14:00 - 16:00;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
45.44708;-0.43275;;Point;116;17;MSA Jonzac;1 place 8 Mai 1945;;17197;17500;Jonzac;JONZAC;45.44708;-0.43275;;;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
45.64382;-0.96433;;Point;117;17;Médis;25 Rue du 4e Zouave ;;17228;17600;Médis;MEDIS;45.64382;-0.96433;france-services.medis@laposte.fr;05 46 23 85 06;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:30;9:00 - 12:00 / 13:30 - 16:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
46.82933;2.917966;;Point;119;18;Espace France Services de Sancoins;38 rue de la croix blanche;;18242;18600;Sancoins;SANCOINS;46.82933;2.917966;msap@sancoins.fr;02 48 77 01 75;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
45.44736;1.521527;;Point;121;19;Saint-Ybard;1 Rue des Fontaines;;19248;19140;Saint-Ybard;ST YBARD;45.44736;1.521527;msap.saintybard@gmail.com;05 55 21 51 84;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
45.2465;1.326471;;Point;122;19;Ayen;Place Louis Mareuse;;19015;19310;Ayen;AYEN;45.2465;1.326471;rsp.mairieayen@orange.fr;;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
45.5831;1.720982;;Point;123;19;Chamberet;Place du Monument;;19036;19370;Chamberet;CHAMBERET;45.5831;1.720982;france-services.chamberet@laposte.fr;05 55 98 99 25;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
41.9265;8.725539;;Point;124;2A;Jardins de l'Empereur - Ajaccio;Avenue de la Grande Armée Jardins de l'Empereur;Tour Napoleon;2A004;20000;Ajaccio;AJACCIO;41.9265;8.725539;msp.empereur1@ville-ajaccio.fr;04 95 10 25 01;9:00 - 16:00;9:00 - 16:00;9:00 - 16:00;9:00 - 16:00;9:00 - 16:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
42.1672;8.801346;;Point;125;2A;Vico;Cours Jean Etienne Colonna;La Poste;2A348;20160;Vico;VICO;42.1672;8.801346;france-services.vico@laposte.fr;04 95 26 61 69;9:00 - 12:00 /  14:00 - 16:00;9:00 - 12:00 /  14:00 - 16:00;9:00 - 12:00 /  14:00 - 16:00;9:00 - 12:00 / 14:00 - 16:00;9:00 - 12:00 /  14:00 - 16:00;10:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
42.33536;9.016688;;Point;126;2B;Calacuccia;Piazza al Forno;;2B047;20224;Calacuccia;CALACUCCIA;42.33536;9.016688;france-services.calacuccia@laposte.fr;04 95 58 90 88;9:00 - 12:00 /  13:30 - 16:00;9:00 - 12:00 /  13:30 - 16:00;9:00 - 12:00;9:00 - 12:00 /  13:30 - 16:00;9:00 - 12:00 /  13:30 - 16:00;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
42.48501;9.28094;;Point;127;2B;Castello-Di-Rostino;Ponte Novu;;2B079;20235;Castello-di-Rostino;CASTELLO DI ROSTINO;42.48501;9.28094;france-services.castello-di-rostino@laposte.fr;04 95 32 07 24;8:45 - 12:00 / 14:00 - 16:30;8:45 - 12:00 / 14:00 - 16:30;8:45 - 12:00 / 14:00 - 16:30;8:45 - 12:00 / Semaines paires : 14:00 - 16:30;8:45 - 12:00 / 14:00 - 16:30;8:45 - 11:40;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.5216;5.112966;;Point;128;21;Is-sur-Tile;20 Place Général Leclerc;;21317;21120;Is-sur-Tille;IS SUR TILLE;47.5216;5.112966;msap.issurtille@hotmail.com;;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 16:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.49379;4.346018;;Point;129;21;Semur-en-Auxois;1 Avenue Pasteur;;21603;21140;Semur-en-Auxois;SEMUR EN AUXOIS;47.49379;4.346018;efs.semur@gmail.com ;06 62 27 01 01;9:00 - 12:00 / 13:15 - 18:15;8:30 - 12:00 / 13:30 - 18:15;9:00 - 13:00 / 14:00 - 18:15;8:30 - 12:30 / 14:00 - 19:00;9:00 - 13:00 / 13:30 - 17:00;2ème et 4ème samedis du mois : 9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.13087;4.49111;;Point;130;21;Arnay-le-Duc;3 Rue de la Gare;;21023;21230;Arnay-le-Duc;ARNAY LE DUC;47.13087;4.49111;msap@csarnayleduc.fr;;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.3142;5.408484;;Point;131;21;Pontailler-sur-Saône;1 Rue des Saucis;;21496;21270;Pontailler-sur-Saône;PONTAILLER SUR SAONE;47.3142;5.408484;mds@capvaldesaone.fr;03 80 47 89 82;14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.39727;5.315046;;Point;132;21;Mirebeau-sur-Bèze;6Bis Place du General Viard;;21416;21310;Mirebeau-sur-Bèze;MIREBEAU SUR BEZE;47.39727;5.315046;d.colnot@mfcc.fr;03 80 38 02 48;13:30 - 16:30;8:45 - 12:00 / 13:30 - 16:30;8:45 - 12:00 / 13:30 - 16:15;8:45 - 12:00 / 13:30 - 17:30;8:45 - 12:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.51727;-2.74538;;Point;133;22;Saint-Brieuc;Rue de Genève;;22278;22000;Saint-Brieuc;ST BRIEUC;48.51727;-2.74538;msap-pad@saint-brieuc.fr;02 96 60 47 87;8:00 - 16:00;8:00 - 16:00;8:30 - 12:00;8:00 - 16:00;8:00 - 16:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.78983;-3.22938;;Point;134;22;Tréguier;12 rue Lamennais;;22362;22220;Tréguier;TREGUIER;48.78983;-3.22938;franceservices.treguier@lannion-tregor.com;02 96 92 33 46;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 16:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.29488;-2.52187;;Point;135;22;Le Mené;24 La Croix de Jeanne Even;;22046;22330;Le Mené;LE MENE;48.29488;-2.52187;ccas@mene.fr;02 96 31 47 17;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.17778;-2.75601;;Point;136;22;Loudéac;15 Rue de Moncontour;;22136;22600;Loudéac;LOUDEAC;48.17778;-2.75601;msp-loudeac@orange.fr;02 96 66 48 37;9:00 - 12:00 / 13:00 - 17:00;9:00 - 12:00 / 13:00 - 17:00;9:00 - 12:00 / 13:00 - 17:00;9:00 - 12:00 / 13:00 - 17:00;9:00 - 12:00 / 13:00 - 17:00;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
46.34908;2.216669;;Point;137;23;Boussac;Quartier Pasteur;;23031;23600;Boussac;BOUSSAC;46.34908;2.216669;franceservices@creuseconfluence.com;09 67 30 09 53;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 14:00 - 16:30;9:30 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
46.30533;1.663737;;Point;138;23;La Palette;9 Place de la Poste;;23075;23800;Dun-le-Palestel;DUN LE PALESTEL;46.30533;1.663737;contact@lapalette23.fr;05 87 66 00 00;Sept. - Juin : 14:00 - 17:30 // Eté : 10:00 - 12:30 / 13:30 - 18:00;Sept. - Juin : 9:00 - 12:00 / 14:00 - 17:30 // Été : 10:00 - 12:30 / 13:30 - 18:00 ;Sept. - Juin : 9:00 - 12:00 / 14:00 - 17:30 // Été : 10:00 - 12:30 / 13:30 - 18:00 ;Sept. - Juin : 9:00 - 12:00 / 14:00 - 17:30 // Été : 10:00 - 12:30 / 13:30 - 18:00 ;Sept. - Juin : 14:00 - 17:30 // Été : 10:00 - 12:30 / 13:30 - 18:00;Juin - Sept. : 9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.77449;1.002403;;Point;139;24;Belvès;58 Avenue du Lieutenant Giffault;;24035;24170;Pays de Belvès;PAYS DE BELVES;44.77449;1.002403;pointpublic-belves@wanadoo.fr;05 53 31 44 81;9:00 - 12:00;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
45.1364;1.071554;;Point;140;24;Thenon Hautefort - Thenon;5, place Montaigne;;24550;24210;Thenon;THENON;45.1364;1.071554;contact@cctth.fr;;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00 / 14:00 - 17:30;9:00 - 12:00 / 14:00 - 17:30;14:00 - 17:30;9:00 - 12:00 / 14:00 - 17:30;-;;;Espace labellisé;10;Hautefort - Thenon;140;143;Espace labellisé 01/2020;FS
45.39144;1.139449;;Point;141;24;Lanouaille;9 place de la Fontaine Bugeaud;;24227;24270;Lanouaille;LANOUAILLE;45.39144;1.139449;france-services.lanouaille@laposte.fr;05 53 52 70 50;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
45.53233;0.660902;;Point;142;24;Nontron;12 bis Boulevard Gambetta;;24311;24300;Nontron;NONTRON;45.53233;0.660902;;;9:00 - 12:00 / 13:00 - 15:00;9:00 - 12:00 / 14:00 - 16:00;9:00 - 12:00 / 14:00 - 16:00;9:00 - 12:00 / 13:00 - 15:00;9:00 - 12:00 / 14:00 - 16:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
45.03713;0.364799;;Point;144;24;Mussidan;Place Woodbridge;;24299;24400;Mussidan;MUSSIDAN;45.03713;0.364799;mfsmussidan@gmail.com;05 53 81 05 06;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
45.18905;0.697801;;Point;145;24;Saint Exupéry;60 ter Avenue du Général de Gaulle;Espace Jules Verne;24138;24660;Coulounieix-Chamiers;COULOUNIEIX CHAMIERS;45.18905;0.697801;cscc24.correa@gmail.com;;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.2194;5.97343;;Point;146;25;Besançon Planoise;7 - 9 rue Pablo Picasso;;25056;25000;Besançon;BESANCON;47.2194;5.97343;msap@besancon.fr;03 81 41 22 21;8:30 - 12:30 / 13:30 - 17:00;9:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;8:30 - 17:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.35258;6.36156;;Point;147;25;Baume les Dames;3 Place de la Republique;;25047;25110;Baume-les-Dames;BAUME LES DAMES;47.35258;6.36156;franceservices@baumelesdames.org;03 81 84 72 45;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / Sur RDV : 13:30 - 17:30;9:00 - 12:00 ;13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.49936;6.798311;;Point;149;25;Montbéliard;12 Rue Maurice Ravel;;25388;25200;Montbéliard;MONTBELIARD;47.49936;6.798311;france.services.montbeliard@gmail.com;03 81 36 52 03;9:00 - 12:00 / 13:00 - 17:00;9:00 - 12:00 / 13:00 - 18:00;9:00 - 12:00 / 13:00 - 17:00;9:00 - 12:00 / 13:00 - 17:00;9:00 - 12:00 / 13:00 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.03764;6.070628;;Point;150;25;Amancey;13 Rue du Four;;25015;25330;Amancey;AMANCEY;47.03764;6.070628;contact@msap-amancey.fr;03 81 86 79 80;9:00 - 12:15 / 14:00 - 18:00;9:00 - 12:15 / 14:00 - 18:00;9:00 - 12:15 / 14:00 - 18:00;9:00 - 12:15 / 14:00 - 18:00;9:00 - 12:15 / 14:00 - 18:00;9:00 - 12:00;;;Espace labellisé;;;;;Espace labellisé 02/2020;FS
47.5135;6.831016;;Point;152;25;Sochaux;4 Rue de la Poste;;25547;25600;Sochaux;SOCHAUX;47.5135;6.831016;france.services.25600@gmail.com;09 62 69 61 15;9:00 - 12:00 / 13:00 - 17:00;9:00 - 12:00;13:00 - 18:00;9:00 - 12:00 / 13:00 - 17:00;9:00 - 12:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
47.14798;6.345019;;Point;154;25;Valdahon;5 Place du Général de Gaulle;;25578;25800;Valdahon;VALDAHON;47.14798;6.345019;mds@valdahon.com;03 81 26 04 10;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / Sur RDV : 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.76029;5.359735;;Point;155;26;Die;200 Avenue de la Clairette;;26113;26150;Die;DIE;44.76029;5.359735;cdr.cfppa.die@educagri.fr;04 75 22 04 19;9:00 - 13:00 / 14:00 - 17:00;9:00 - 13:00;9:00 - 13:00 / 14:00 - 17:00;9:00 - 13:00;9:00 - 13:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
45.0153;5.291459;;Point;156;26;Saint-Jean-en-Royans;78 rue Jean-Jaurès;;26307;26190;Saint-Jean-en-Royans;ST JEAN EN ROYANS;45.0153;5.291459;crm.royans-vercors@gmail.com;04 75 05 21 12;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 19:00;10:00 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:30;8:30 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.76806;4.840602;;Point;157;26;Livron;90 Avenue Joseph Combier;;26165;26250;Livron-sur-Drôme;LIVRON SUR DROME;44.76806;4.840602;;;8:00 - 12:00 / 13:00 - 17:00;8:00 - 12:00;8:00 - 12:00 / 13:00 - 17:00;8:00 - 12:00;8:00 - 12:00 / 13:00 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
44.44344;4.704757;;Point;158;26;PIMMS Portes de Provence;130 Avenue de la Gare;;26116;26290;Donzère;DONZERE;44.44344;4.704757;franceservices.sud-drome@pimms.org;04 69 14 30 30;8:00 - 12:30 / 13:30 - 18:15;8:00 - 12:30 / 17:00 - 18:15;8:00 - 12:30 / 17:00 - 18:15;8:00 - 12:30 / 17:00 - 18:15;8:00 - 12:30;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
49.00978;1.16086;;Point;159;27;Evreux Portes de Normandie;1 Rue Frederic et Irene Joliot Curie;;27229;27000;Évreux;EVREUX;49.00978;1.16086;-;02 32 31 72 02;10:30 - 12:30 / 14:00 - 19:00;9:00 - 12:30 / 14:00 - 19:00;9:00 - 12:30 / 14:00 - 19:00;9:00 - 12:30 / 14:00 - 19:00;9:00 - 14:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
49.30304;1.612655;;Point;160;27;Étrépagny;3 Rue Maison de Vatimesnil;;27226;27150;Étrépagny;ETREPAGNY;49.30304;1.612655;msap@ccvexin-normand.fr;02 32 27 41 87;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
49.08132;0.778501;;Point;161;27;Beaumont-le-Roger;1 bis rue de l’Église;;27051;27170;Beaumont-le-Roger;BEAUMONT LE ROGER;49.08132;0.778501;franceservices.beaumont@bernaynormandie.fr;02 32 43 83 47;14:00 - 18:00;9:00 - 12:30 / 14:00 - 18:00;9:00 - 12:30 / 14:00 - 18:00;9:00 - 12:30 / 14:00 - 18:00;9:00 - 12:30 / 14:00 - 18:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.82213;0.710076;;Point;162;27;Rugles;33 t Rue Aristide Briand;;27502;27250;Rugles;RUGLES;48.82213;0.710076;visio-accueil-rugles@orange.fr;02 32 24 96 80;9:00 - 12:30 / 13:30 - 18:30;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 18:30;9:00 - 12:30 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
48.97231;0.511642;;Point;163;27;Trinité-de-Réville;652 Route de l'Eglise;;27660;27270;La Trinité-de-Réville;LA TRINITE DE REVILLE;48.97231;0.511642;franceservices.ccril@bernaynormandie.fr;02 32 44 44 43;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30 / 14:00 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
49.24606;1.418078;;Point;165;27;Andelys;Rue des Oiseaux;;27016;27700;Les Andelys;LES ANDELYS;49.24606;1.418078;franceservices@ville-andelys.fr;;8:45 - 12:00 / 13:30 - 17:00;8:45 - 12:00 / 13:30 - 17:00;8:45 - 12:00 / 13:30 - 17:00;8:45 - 12:00 / 13:30 - 17:00;8:45 - 12:00 / 13:30 - 17:00;-;;;Espace labellisé;;;;;Espace labellisé 01/2020;FS
